Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
,,,,,,,,,,,,,,WR,Trevor Davis (7989035),Trevor Davis,7989035,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,WR,Laquon Treadwell (7989039),Laquon Treadwell,7989039,3000,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,WR,Jeff Janis (7989040),Jeff Janis,7989040,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,WR,Geronimo Allison (7989041),Geronimo Allison,7989041,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,TE,Jared Cook (7989186),Jared Cook,7989186,3000,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,RB,Derek Watt (7988898),Derek Watt,7988898,3000,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,RB,George Atkinson III (7988901),George Atkinson III,7988901,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,RB,Darius Jackson (7988903),Darius Jackson,7988903,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Andrew Hawkins (7989042),Andrew Hawkins,7989042,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Geremy Davis (7989046),Geremy Davis,7989046,3000,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,Isaiah Burse (7989047),Isaiah Burse,7989047,3000,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,Jeremy Butler (7989048),Jeremy Butler,7989048,3000,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,WR,Ricardo Louis (7989050),Ricardo Louis,7989050,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Rashard Higgins (7989052),Rashard Higgins,7989052,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,WR,Mario Alford (7989053),Mario Alford,7989053,3000,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,RB,Mack Brown (7988905),Mack Brown,7988905,3000,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,RB,Ka'Deem Carey (7988907),Ka'Deem Carey,7988907,3000,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,RB,Paul Lasike (7988909),Paul Lasike,7988909,3000,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,WR,Eddie Royal (7989054),Eddie Royal,7989054,3000,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,WR,Ryan Grant (7989058),Ryan Grant,7989058,3000,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,WR,Rashad Ross (7989062),Rashad Ross,7989062,3000,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,WR,Maurice Harris (7989064),Maurice Harris,7989064,3000,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,WR,Daniel Braverman (7989065),Daniel Braverman,7989065,3000,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,Vernon Davis (7989200),Vernon Davis,7989200,3000,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,RB,Mike Tolbert (7988912),Mike Tolbert,7988912,3000,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,RB,Fozzy Whittaker (7988914),Fozzy Whittaker,7988914,3000,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,RB,Patrick DiMarco (7988915),Patrick DiMarco,7988915,3000,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,RB,Terron Ward (7988916),Terron Ward,7988916,3000,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,WR,Eric Weems (7989066),Eric Weems,7989066,3000,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,WR,Brenton Bersin (7989070),Brenton Bersin,7989070,3000,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,WR,Nick Williams (7989072),Nick Williams,7989072,3000,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,WR,Corey Brown (7989074),Corey Brown,7989074,3000,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,WR,J.D. McKissic (7989076),J.D. McKissic,7989076,3000,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,RB,Taiwan Jones (7988921),Taiwan Jones,7988921,3000,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,RB,Jordan Todman (7988923),Jordan Todman,7988923,3000,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,RB,Jamize Olawale (7988925),Jamize Olawale,7988925,3000,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,RB,Josh Ferguson (7988927),Josh Ferguson,7988927,3000,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,WR,Devin Street (7989081),Devin Street,7989081,3000,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,WR,Andre Holmes (7989082),Andre Holmes,7989082,3000,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,WR,Chester Rogers (7989086),Chester Rogers,7989086,3000,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,WR,Seth Roberts (7989087),Seth Roberts,7989087,3000,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,WR,Johnny Holton (7989088),Johnny Holton,7989088,3000,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,RB,Marcel Reece (7988929),Marcel Reece,7988929,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,RB,Stepfan Taylor (7988931),Stepfan Taylor,7988931,3000,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,RB,Kerwynn Williams (7988932),Kerwynn Williams,7988932,3000,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,RB,Kelvin Taylor (7988936),Kelvin Taylor,7988936,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,RB,Alex Collins (7988937),Alex Collins,7988937,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Jeremy Ross (7989090),Jeremy Ross,7989090,3000,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,WR,Jermaine Kearse (7989092),Jermaine Kearse,7989092,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Paul Richardson (7989095),Paul Richardson,7989095,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Tanner McEvoy (7989096),Tanner McEvoy,7989096,3000,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,WR,Brittan Golden (7989098),Brittan Golden,7989098,3000,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,WR,Marquis Bundy (7989099),Marquis Bundy,7989099,3000,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,RB,Shaun Draughn (7988938),Shaun Draughn,7988938,3000,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,RB,Chase Reynolds (7988939),Chase Reynolds,7988939,3000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,RB,Malcolm Brown (7988942),Malcolm Brown,7988942,3000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,RB,Mike Davis (7988943),Mike Davis,7988943,3000,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,WR,Rod Streater (7989105),Rod Streater,7989105,3000,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,WR,Bradley Marquez (7989107),Bradley Marquez,7989107,3000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,WR,Chris Harper (7989108),Chris Harper,7989108,3000,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,WR,Aaron Burbridge (7989109),Aaron Burbridge,7989109,3000,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,WR,Pharoh Cooper (7989110),Pharoh Cooper,7989110,3000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,WR,Mike Thomas (7989111),Mike Thomas,7989111,3000,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,RB,Cedric Peerman (7988945),Cedric Peerman,7988945,3000,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,RB,Jonathan Grimes (7988946),Jonathan Grimes,7988946,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Jay Prosch (7988950),Jay Prosch,7988950,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Tyler Ervin (7988951),Tyler Ervin,7988951,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Akeem Hunt (7988952),Akeem Hunt,7988952,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,WR,James Wright (7989114),James Wright,7989114,3000,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,WR,Keith Mumphery (7989115),Keith Mumphery,7989115,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,WR,Alex Erickson (7989117),Alex Erickson,7989117,3000,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,WR,Cody Core (7989118),Cody Core,7989118,3000,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,WR,Wendall Williams (7989121),Wendall Williams,7989121,3000,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,RB,Kyle Juszczyk (7988955),Kyle Juszczyk,7988955,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,RB,Roosevelt Nix (7988958),Roosevelt Nix,7988958,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,RB,Javorius Allen (7988960),Javorius Allen,7988960,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,RB,Daryl Richardson (7988961),Daryl Richardson,7988961,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,Darrius Heyward-Bey (7989123),Darrius Heyward-Bey,7989123,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,Kamar Aiken (7989125),Kamar Aiken,7989125,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Michael Campanaro (7989127),Michael Campanaro,7989127,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Cobi Hamilton (7989128),Cobi Hamilton,7989128,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,Sammie Coates (7989129),Sammie Coates,7989129,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,WR,Chris Moore (7989130),Chris Moore,7989130,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Breshad Perriman (7989132),Breshad Perriman,7989132,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,WR,Demarcus Ayers (7989133),Demarcus Ayers,7989133,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,TE,Dennis Pitta (7989242),Dennis Pitta,7989242,3000,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,DST,Steelers  (7989702),Steelers ,7989702,3000,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,RB,Anthony Sherman (7988965),Anthony Sherman,7988965,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,RB,Knile Davis (7988966),Knile Davis,7988966,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,RB,Juwan Thompson (7988968),Juwan Thompson,7988968,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Jordan Norwood (7989134),Jordan Norwood,7989134,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Bennie Fowler (7989138),Bennie Fowler,7989138,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Jordan Taylor (7989139),Jordan Taylor,7989139,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Albert Wilson (7989140),Albert Wilson,7989140,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,WR,Chris Conley (7989141),Chris Conley,7989141,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,WR,De'Anthony Thomas (7989142),De'Anthony Thomas,7989142,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,WR,Cody Latimer (7989143),Cody Latimer,7989143,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Kalif Raymond (7989144),Kalif Raymond,7989144,3000,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,WR,Demarcus Robinson (7989145),Demarcus Robinson,7989145,3000,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,RB,Lance Dunbar (7988973),Lance Dunbar,7988973,3000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,RB,Joique Bell (7988975),Joique Bell,7988975,3000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Michael Burton (7988976),Michael Burton,7988976,3000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,RB,Keith Smith (7988977),Keith Smith,7988977,3000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Andre Roberts (7989148),Andre Roberts,7989148,3000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,WR,Brice Butler (7989151),Brice Butler,7989151,3000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,TJ Jones (7989155),TJ Jones,7989155,3000,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,WR,Lucky Whitehead (7989156),Lucky Whitehead,7989156,3000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,WR,Vince Mayle (7989157),Vince Mayle,7989157,3000,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,DST,Jaguars  (7989685),Jaguars ,7989685,2900,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,DST,Vikings  (7989687),Vikings ,7989687,2900,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,TE,Lance Kendricks (7989227),Lance Kendricks,7989227,2900,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,TE,Garrett Celek (7989228),Garrett Celek,7989228,2900,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,DST,Ravens  (7989703),Ravens ,7989703,2900,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,TE,Gary Barnidge (7989193),Gary Barnidge,7989193,2800,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,TE,Jack Doyle (7989216),Jack Doyle,7989216,2800,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,DST,Raiders  (7989695),Raiders ,7989695,2800,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,DST,49ers  (7989699),49ers ,7989699,2800,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,DST,Cowboys  (7989706),Cowboys ,7989706,2800,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,DST,Falcons  (7989692),Falcons ,7989692,2700,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,TE,Erik Swoope (7989217),Erik Swoope,7989217,2700,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,DST,Lions  (7989707),Lions ,7989707,2700,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,TE,Dion Sims (7989161),Dion Sims,7989161,2600,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,DST,Buccaneers  (7989681),Buccaneers ,7989681,2600,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,TE,Dwayne Allen (7989215),Dwayne Allen,7989215,2600,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,DST,Cardinals  (7989696),Cardinals ,7989696,2600,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,TE,MarQueis Gray (7989159),MarQueis Gray,7989159,2500,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,TE,Logan Thomas (7989160),Logan Thomas,7989160,2500,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,TE,Gerald Christian (7989162),Gerald Christian,7989162,2500,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,TE,Nick O'Leary (7989163),Nick O'Leary,7989163,2500,Mia@Buf 01:00PM ET,Buf
,,,,,,,,,,,,,,TE,Dominique Jones (7989164),Dominique Jones,7989164,2500,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,TE,Thomas Duarte (7989165),Thomas Duarte,7989165,2500,Mia@Buf 01:00PM ET,Mia
,,,,,,,,,,,,,,TE,Brandon Myers (7989166),Brandon Myers,7989166,2500,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,TE,Andrew DePaola (7989167),Andrew DePaola,7989167,2500,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,TE,John Phillips (7989168),John Phillips,7989168,2500,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,TE,Luke Stocker (7989169),Luke Stocker,7989169,2500,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,TE,Alan Cross (7989172),Alan Cross,7989172,2500,TB@NO 04:25PM ET,TB
,,,,,,,,,,,,,,TE,Matt Lengel (7989174),Matt Lengel,7989174,2500,NYJ@NE 01:00PM ET,NE
,,,,,,,,,,,,,,TE,Brandon Bostick (7989175),Brandon Bostick,7989175,2500,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Eric Tomlinson (7989176),Eric Tomlinson,7989176,2500,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Austin Seferian-Jenkins (7989177),Austin Seferian-Jenkins,7989177,2500,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,TE,Anthony Fasano (7989178),Anthony Fasano,7989178,2500,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,TE,Beau Brinkley (7989180),Beau Brinkley,7989180,2500,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,TE,Neal Sterling (7989181),Neal Sterling,7989181,2500,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,TE,Jace Amaro (7989182),Jace Amaro,7989182,2500,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,TE,Alex Ellis (7989183),Alex Ellis,7989183,2500,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,TE,Ben Koyack (7989184),Ben Koyack,7989184,2500,Ten@Jax 01:00PM ET,Jax
,,,,,,,,,,,,,,TE,Phillip Supernaw (7989185),Phillip Supernaw,7989185,2500,Ten@Jax 01:00PM ET,Ten
,,,,,,,,,,,,,,TE,Rhett Ellison (7989187),Rhett Ellison,7989187,2500,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,TE,Kevin McDermott (7989188),Kevin McDermott,7989188,2500,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,TE,Richard Rodgers (7989190),Richard Rodgers,7989190,2500,Min@GB 01:00PM ET,GB
,,,,,,,,,,,,,,TE,David Morgan (7989191),David Morgan,7989191,2500,Min@GB 01:00PM ET,Min
,,,,,,,,,,,,,,TE,Sean McGrath (7989194),Sean McGrath,7989194,2500,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,TE,Randall Telfer (7989195),Randall Telfer,7989195,2500,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,TE,Asante Cleveland (7989196),Asante Cleveland,7989196,2500,SD@Cle 01:00PM ET,SD
,,,,,,,,,,,,,,TE,Seth DeValve (7989197),Seth DeValve,7989197,2500,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,TE,Danny Vitale (7989198),Danny Vitale,7989198,2500,SD@Cle 01:00PM ET,Cle
,,,,,,,,,,,,,,TE,Logan Paulsen (7989201),Logan Paulsen,7989201,2500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,Patrick Scales (7989202),Patrick Scales,7989202,2500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,MyCole Pruitt (7989204),MyCole Pruitt,7989204,2500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,Daniel Brown (7989205),Daniel Brown,7989205,2500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,Derek Carrier (7989206),Derek Carrier,7989206,2500,Was@Chi 01:00PM ET,Was
,,,,,,,,,,,,,,TE,Ben Braunecker (7989207),Ben Braunecker,7989207,2500,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,TE,Ed Dickson (7989209),Ed Dickson,7989209,2500,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,TE,Levine Toilolo (7989210),Levine Toilolo,7989210,2500,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,TE,Chris Manhertz (7989211),Chris Manhertz,7989211,2500,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,TE,Joshua Perkins (7989212),Joshua Perkins,7989212,2500,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,TE,Austin Hooper (7989213),Austin Hooper,7989213,2500,Atl@Car 01:00PM ET,Atl
,,,,,,,,,,,,,,DST,Panthers  (7989693),Panthers ,7989693,2500,Atl@Car 01:00PM ET,Car
,,,,,,,,,,,,,,TE,Mychal Rivera (7989214),Mychal Rivera,7989214,2500,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,TE,Clive Walford (7989218),Clive Walford,7989218,2500,Ind@Oak 04:05PM ET,Oak
,,,,,,,,,,,,,,DST,Colts  (7989694),Colts ,7989694,2500,Ind@Oak 04:05PM ET,Ind
,,,,,,,,,,,,,,TE,Darren Fells (7989219),Darren Fells,7989219,2500,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,TE,Jermaine Gresham (7989221),Jermaine Gresham,7989221,2500,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,TE,Luke Willson (7989222),Luke Willson,7989222,2500,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,TE,Brandon Williams (7989223),Brandon Williams,7989223,2500,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,TE,Nick Vannett (7989224),Nick Vannett,7989224,2500,Ari@Sea 04:25PM ET,Sea
,,,,,,,,,,,,,,TE,Hakeem Valles (7989225),Hakeem Valles,7989225,2500,Ari@Sea 04:25PM ET,Ari
,,,,,,,,,,,,,,TE,Kyle Nelson (7989226),Kyle Nelson,7989226,2500,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,TE,Blake Bell (7989229),Blake Bell,7989229,2500,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,TE,Je'Ron Hamm (7989230),Je'Ron Hamm,7989230,2500,SF@LA 04:25PM ET,SF
,,,,,,,,,,,,,,TE,Tyler Higbee (7989231),Tyler Higbee,7989231,2500,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,TE,Temarrick Hemingway (7989232),Temarrick Hemingway,7989232,2500,SF@LA 04:25PM ET,LA
,,,,,,,,,,,,,,TE,Clark Harris (7989233),Clark Harris,7989233,2500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,Ryan Hewitt (7989235),Ryan Hewitt,7989235,2500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,Tyler Ott (7989237),Tyler Ott,7989237,2500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,Tyler Kroft (7989239),Tyler Kroft,7989239,2500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,C.J. Uzomah (7989240),C.J. Uzomah,7989240,2500,Cin@Hou 08:25PM ET,Cin
,,,,,,,,,,,,,,TE,Stephen Anderson (7989241),Stephen Anderson,7989241,2500,Cin@Hou 08:25PM ET,Hou
,,,,,,,,,,,,,,TE,David Johnson (7989243),David Johnson,7989243,2500,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,TE,Crockett Gillmore (7989245),Crockett Gillmore,7989245,2500,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,TE,Xavier Grimble (7989246),Xavier Grimble,7989246,2500,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,TE,Darren Waller (7989247),Darren Waller,7989247,2500,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,TE,Nick Boyle (7989248),Nick Boyle,7989248,2500,Bal@Pit 04:30PM ET,Bal
,,,,,,,,,,,,,,TE,Jesse James (7989249),Jesse James,7989249,2500,Bal@Pit 04:30PM ET,Pit
,,,,,,,,,,,,,,TE,Virgil Green (7989250),Virgil Green,7989250,2500,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,James Winchester (7989252),James Winchester,7989252,2500,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,TE,A.J. Derby (7989253),A.J. Derby,7989253,2500,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,James O'Shaughnessy (7989254),James O'Shaughnessy,7989254,2500,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,TE,Jeff Heuerman (7989255),Jeff Heuerman,7989255,2500,Den@KC 08:30PM ET,Den
,,,,,,,,,,,,,,TE,Ross Travis (7989256),Ross Travis,7989256,2500,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,TE,Demetrius Harris (7989257),Demetrius Harris,7989257,2500,Den@KC 08:30PM ET,KC
,,,,,,,,,,,,,,TE,Brandon Pettigrew (7989259),Brandon Pettigrew,7989259,2500,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,TE,Clay Harbor (7989260),Clay Harbor,7989260,2500,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,TE,Matthew Mulligan (7989261),Matthew Mulligan,7989261,2500,Det@Dal 08:30PM ET,Det
,,,,,,,,,,,,,,TE,Gavin Escobar (7989262),Gavin Escobar,7989262,2500,Det@Dal 08:30PM ET,Dal
,,,,,,,,,,,,,,DST,Saints  (7989680),Saints ,7989680,2400,TB@NO 04:25PM ET,NO
,,,,,,,,,,,,,,DST,Jets  (7989683),Jets ,7989683,2300,NYJ@NE 01:00PM ET,NYJ
,,,,,,,,,,,,,,DST,Bears  (7989690),Bears ,7989690,2300,Was@Chi 01:00PM ET,Chi
,,,,,,,,,,,,,,DST,Browns  (7989688),Browns ,7989688,2200,SD@Cle 01:00PM ET,Cle
