Sum of  FantasyPoints,Column Labels,,,,,,
Row Labels,DEF,K,QB,RB,TE,WR,Grand Total
CHI,4,5,1.7,1.1,0.4,10.2,22.4
CIN,4,11,9.9,23.9,8.5,16,73.3
CLE,9,5,5.1,11.7,0.5,14.3,45.6
DAL,6,6,-3.3,9.6,0,2.1,20.4
DEN,3,6,26,17.5,14.1,38.9,105.5
DET,5,6,5.9,10.3,3.7,13.3,44.2
GB,13,3,18.2,35.1,10.8,20.2,100.3
IND,17,9,15.1,26.8,11.9,19.9,99.7
JAC,11,2,20.6,9.6,12.2,25.4,80.8
KC,14,5,8,16.2,11.3,9,63.5
MIA,14,7,19.5,23.1,0,19.1,82.7
MIN,6,0,17.1,8.5,8.5,5.4,45.5
NE,3,5,18.6,9.3,8.4,24.2,68.5
NO,11,6,20.7,18.8,7.9,22.1,86.5
NYG,0,1,22.8,12.4,6.1,31.3,73.6
NYJ,7,6,14.2,32,5.8,13.4,78.4
OAK,7,13,16.5,21.8,4.2,29.2,91.7
PHI,8,5,21.3,25,2.5,14.6,76.4
PIT,1,3,4.3,11.4,0.4,13.2,33.3
SD,15,12,1.2,26.3,1.6,6.3,62.4
SEA,5,8,4,16.3,2.1,9.4,44.8
SF,2,10,19.2,9.2,4,33,77.4
STL,11,8,12.3,18.1,13.9,19,82.3
TB,7,3,12,8.9,0,15.5,46.4
TEN,10,5,16.7,6.7,11,22,71.4
WAS,9,3,-1.2,5.4,2.3,6.5,25
2,206,163,375.4,402.4,126.9,530.1,1803.8
ARI,,5,13.6,11.8,8.6,18.3,57.3
ARZ,1,,,,,,1
ATL,4,6,25.2,23.2,10.4,3.4,72.2
BAL,4,4,,13.6,8,19.7,49.3
BUF,13,7,18.6,21.7,3.6,20.6,84.5
CAR,6,10,17.5,8.2,1.4,24.4,67.5
CHI,7,5,1.3,0.8,0,33.5,47.6
CIN,20,0,16.4,13.3,2.8,9.8,62.3
CLE,17,5,13.5,17.1,3.7,18.7,75
DAL,3,3,10.2,9.6,6.7,30.6,63.1
DEN,9,12,21.6,20.8,12.8,29.4,105.6
DET,13,2,-1,12.4,0,22.5,48.9
GB,17,13,20.3,19.9,11.1,25.7,107
IND,6,5,37.4,21.9,3.9,55.4,129.6
JAC,4,6,11.3,16.5,3.8,15.2,56.8
KC,7,2,7.1,9,4.3,12.2,41.6
MIA,1,4,20.1,13.4,0.6,18.7,57.8
MIN,2,4,15.5,8.3,6.4,11.2,47.4
NE,2,3,5.9,11.2,1,15.3,38.4
NYG,3,7,3.3,18.4,2.2,14.1,48
NYJ,9,4,5.5,19.1,2.4,9.3,49.3
OAK,11,9,6.4,17.8,0.2,2.7,47.1
PHI,9,8,26.9,14.4,1.3,31.2,90.8
SD,11,13,23.6,11.4,11.6,29.7,100.3
SEA,7,3,5.6,9.6,-0.7,4.8,29.3
SF,7,8,17.3,22.4,2.7,6.1,63.5
STL,3,10,21.7,18.7,9.2,30.8,93.4
TEN,7,5,8.6,11.4,7.2,11.6,50.8
WAS,3,0,2,6.5,1.7,5.2,18.4
3,209,170,346.3,565.5,142.4,478.5,1911.7
ARI,,1,7,21.4,8.5,18.8,56.7
ARZ,2,,,,,,2
ATL,12,10,24.7,32.9,2.8,24.2,106.6
BAL,11,8,,13.1,6.3,25.7,64.1
BUF,2,2,5.5,6.1,3.5,6.9,26
CAR,4,1,6.9,6.8,9.3,7,35
CIN,2,2,8.4,12.4,1.9,19.3,46
CLE,12,11,7.3,18.2,1,17.9,67.4
DAL,8,6,7.3,30.1,0.9,0.6,52.9
DEN,2,7,9.3,5.5,12.5,9.5,45.8
GB,9,7,20.2,20.6,9.7,26.1,92.6
IND,1,1,15.5,10.2,13.4,12.5,53.6
JAC,15,1,7.3,12,3,17.3,55.6
KC,3,9,26.7,52.3,18.8,18.8,128.6
MIA,1,4,5.1,9.3,0.5,22.1,42
MIN,3,8,20.9,9.3,14,9.7,64.9
NE,23,14,6.9,42.9,1.1,6.3,94.2
NO,7,7,15.3,10.2,0.3,30.3,70.1
NYG,6,3,8.4,28,0,17.8,63.2
NYJ,4,4,7.7,22.7,2.4,15.3,56.1
OAK,19,8,27.3,16.8,1.8,32.6,105.5
PHI,18,10,20.3,13.6,16.3,15.6,93.8
PIT,14,7,4,23.5,0,10.5,59
SD,10,3,9.6,33.8,0,11.6,68
SEA,3,0,16.9,13.1,9.4,22.9,65.3
SF,2,13,11.4,25.7,0.9,13,66
STL,10,6,29,42.4,4.1,34.7,126.2
TB,5,10,8.9,22.3,0,15,61.2
WAS,1,7,8.5,10.3,0,16.5,43.3
4,251,168,321.8,534.9,158.9,505.3,1939.9
ARI,,2,15.6,17.9,2.2,25.3,63
ARZ,12,,,,,,12
ATL,5,2,4.9,7.9,3.1,17.8,40.7
BAL,7,8,,34.2,5.7,24.7,79.6
BUF,0,6,26.5,29.1,9.5,32.6,103.7
CAR,9,2,9,11.4,16.4,11.8,59.6
CHI,23,6,7.8,13.1,0.9,31.3,82.1
CIN,6,0,8.7,12.5,1,15.3,43.5
CLE,1,7,14.5,11.5,7.3,18.8,60.1
DAL,5,1,17.1,7.9,0.8,22.4,54.2
DEN,12,8,8.2,24.3,1.1,17,70.6
DET,3,0,5.1,14.3,4.8,11.6,38.8
GB,7,4,8.8,15.2,4.1,18.9,58
JAC,6,8,13.4,10.4,2.6,17.9,58.3
KC,4,6,3.3,10,12.9,9.6,45.8
MIA,16,12,9.2,25.1,7.4,5.4,75.1
MIN,2,1,17.3,9.2,16.1,14.9,60.5
NE,2,4,0.3,15.1,0,3.7,25.1
NO,18,16,8.8,23.8,0,16.8,83.4
NYG,20,11,6.9,16.1,6.1,11.9,72
NYJ,24,6,14.8,35.4,8.1,14.1,102.4
OAK,1,4,11.1,29.3,2,21,68.4
PHI,3,8,17.6,23.4,4.6,27.5,84.1
PIT,4,10,16.1,20.2,1.5,12.7,64.5
SD,6,10,6.9,19.9,2.3,5.5,50.6
SEA,7,5,11.7,29.1,10.7,15.7,79.2
SF,7,6,22.5,19.1,1.2,25.9,81.7
STL,18,5,23.3,20.7,8.7,31.4,107.1
TB,13,1,7,16.8,1.8,14.1,53.7
TEN,1,0,5.4,6.7,11.5,0.7,25.3
WAS,9,9,0,5.3,4.5,9,36.8
5,198,177,418.4,479.9,124.5,575.2,1973
ARI,,7,13.3,9.6,1,22.5,53.4
ARZ,6,,,,,,6
ATL,5,11,18.9,11,6.7,23.1,75.7
BAL,6,5,,15.8,4.1,22.7,53.6
CAR,14,7,10,9.8,12.1,12.9,65.8
CHI,9,8,0.9,3.9,2.6,7.9,32.3
CIN,4,9,13.8,28.8,0.3,21.1,77
CLE,0,2,13.1,13.1,0,22.4,50.6
DAL,4,7,8.3,22.8,0,12.8,54.9
DEN,10,3,14.2,7.7,5.9,24.7,65.5
DET,8,7,23.8,21.5,6.7,34.2,101.2
GB,9,6,25.4,13.7,13.3,34.8,102.2
IND,5,6,13.8,16.7,6.4,24.6,72.5
KC,5,1,4.5,27.4,7.6,4.8,50.3
MIA,3,5,12.5,22.1,2.7,15.9,61.2
MIN,6,7,32.1,13.2,2.2,10.1,70.6
NE,3,10,22.6,16.2,6.3,36,94.1
NO,7,9,18.1,22,15.8,9.1,81
NYG,14,1,13.1,18.5,0,25.1,71.7
NYJ,10,2,14.6,21.5,3.1,23.1,74.3
OAK,11,10,11.3,15.8,1.4,19.6,69.1
PIT,12,8,14.3,17.6,2.9,15.2,70
SD,11,6,14.9,15.1,7.8,17.1,71.9
SEA,15,10,4.8,28.6,1.2,6.9,66.5
SF,4,7,36.3,21.9,1.9,43.1,114.2
STL,7,9,9.2,10.2,1.3,25.6,62.3
TB,4,4,21.9,20.2,7.3,27.2,84.6
TEN,3,10,23,20.8,3.9,20,80.7
WAS,3,0,9.7,14.4,0,12.7,39.8
6,181,146,341,371.9,178.8,516.1,1734.8
ARI,,6,15.1,28.8,0.1,19.4,69.4
ARZ,5,,,,,,5
ATL,7,8,14.4,7.3,13.8,16.2,66.7
BAL,2,6,,15.6,6.1,21.3,51
BUF,8,5,15.7,16.7,5.3,15.4,66.1
CAR,5,2,4.9,22.9,7.5,16.7,59
CHI,4,5,17.1,24.8,6.4,26.2,83.5
CIN,2,-1,7.8,5,5.7,17.2,36.7
CLE,13,6,15,16.4,2.9,21.4,74.7
DEN,7,3,9.2,5.9,15.1,11.6,51.8
DET,5,5,23.8,5.9,3.3,41,84
GB,5,-1,12.8,12.5,6.9,16.9,53.1
IND,0,7,15.5,19.2,9.3,26.3,77.3
JAC,2,4,8.7,8.8,12.1,8.9,44.5
KC,4,10,16.4,13.3,8.7,28.8,81.2
MIN,9,9,22.5,11,11.2,6.7,69.4
NE,8,8,19.9,10.3,6.2,52.2,104.6
NO,6,6,13.2,13.2,7.9,14.9,61.2
NYG,8,8,5.4,12.8,0,12.1,46.3
NYJ,8,2,13.1,18.3,15.5,4.2,61.1
PHI,5,3,12.2,7.9,1.5,17.6,47.2
PIT,12,5,3.2,21.9,9.4,10.7,62.2
SD,16,9,18.2,9.8,6.2,9,68.2
STL,9,10,12.7,36.9,-0.4,23.7,91.9
TB,8,4,15.1,6.2,0.3,32.4,66
TEN,8,13,13.4,6.2,17.5,11.4,69.5
WAS,15,4,15.7,14.3,0.3,33.9,83.2
7,245,174,395.3,472.5,159.4,602.8,2049
ARI,,3,8.8,7.3,1.9,14.1,35.1
ARZ,7,,,,,,7
BAL,5,6,,19.4,8.9,17.6,56.9
BUF,1,4,25.3,11.4,7.4,28.6,77.7
CAR,16,6,1.7,9.5,1.1,5.5,39.8
CHI,14,3,14.4,25.9,4,27.4,88.7
CIN,10,6,14.8,40,2.5,21.7,95
DAL,16,5,10,13.2,0,7.6,51.8
DEN,18,7,15.2,13.7,17.5,24.4,95.8
DET,5,7,12.8,4.1,15.4,16.9,61.2
IND,15,8,14.5,25.8,8.6,22.6,94.5
JAC,7,5,25.7,10.4,2.9,29.9,80.9
KC,5,8,20.9,12.9,17.7,28,92.5
MIA,8,6,12.6,12.2,1.2,19.4,59.4
MIN,3,0,12.7,8.3,1.2,14.1,39.3
NE,6,8,8,11.4,0,32.7,66.1
NO,18,16,22.3,8,2.6,36.9,103.8
NYG,4,3,24.7,17.6,0,36.3,85.6
NYJ,3,7,1.4,20.8,0,13.7,45.9
OAK,4,8,7.9,34.5,1.7,10,66.1
PHI,1,4,8.3,15,3.8,5.3,37.4
PIT,11,9,22.1,21.2,3.6,34.3,101.2
SD,14,7,21.4,13.6,6.5,15.2,77.7
SEA,8,6,18.1,5.6,9.2,24.9,71.8
SF,18,6,17,26.5,8.5,10,86
STL,8,6,11.4,16.7,10.6,41.1,93.8
TB,6,11,19.1,46.7,8.7,19.9,111.4
TEN,3,0,7.6,5.2,10.7,8.7,35.2
WAS,11,9,16.6,15.6,3.2,36,91.4
8,256,139,388.5,461.7,149.8,539.5,1934.5
ARI,,1,13.7,6.5,7.4,25.1,53.7
ARZ,5,,,,,,5
ATL,7,2,13.6,8.4,2,12.7,45.7
BAL,4,7,,6.9,11.6,7.6,37.1
BUF,12,1,7.5,12.2,10.6,8.2,51.5
CAR,3,5,9.6,7.6,2.6,16.4,44.2
CHI,11,3,14.3,22.7,0.6,27.5,79.1
CLE,19,3,14.3,15.1,3,22.1,76.5
DAL,26,4,6.9,9.2,2.3,24,72.4
DEN,2,5,18.8,14.5,20,22.5,82.8
DET,14,6,4.6,5.7,0,8.3,38.6
GB,13,2,8.5,26,2.6,16.5,68.6
IND,10,12,22.4,20.5,10,11.4,86.3
JAC,4,6,14.5,18.2,7.5,23.3,73.5
KC,5,7,4.2,42.6,8.2,6.2,73.2
MIA,12,11,13.9,14.4,1.3,25,77.6
NE,11,6,22,28.6,1.6,22.3,91.5
NO,8,1,5.6,12.4,1.4,12.4,40.8
NYG,12,8,18.3,16,0,34.2,88.5
NYJ,14,9,7.5,13.4,3.4,16.2,63.5
OAK,8,8,24.1,30.9,0.7,29.6,101.3
PHI,13,3,18.1,7.8,6.6,30.1,78.6
PIT,5,0,16.5,11.2,1.8,23.8,58.3
SD,4,7,15.3,14.6,9.6,11.1,61.6
SEA,4,2,5.9,16.7,2.5,24.1,55.2
SF,4,1,18.5,18.9,9.5,33,84.9
TB,7,8,17.7,15.7,7.1,10.4,65.9
TEN,7,2,37,12,7,24.3,89.3
WAS,12,9,15.2,33,8.9,11.2,89.3
9,228,209,352.5,597.8,107.3,556.7,2051.3
ARI,,4,7.8,7.6,0,20.5,39.9
ARZ,4,,,,,,4
ATL,7,7,8.5,14.8,13.7,2.7,53.7
BAL,10,10,,7.7,1.8,21.1,50.6
BUF,13,2,9.9,8,3.6,19.9,56.4
CAR,14,1,5.8,2.6,7.5,8.8,39.7
CHI,5,12,7.6,7.4,2.1,13.4,47.5
CIN,3,7,10.1,16.9,4.7,22,63.7
CLE,6,4,11.9,9.2,7.4,11.3,49.8
DAL,5,7,5.9,21.2,1.5,7.3,47.9
DEN,11,14,17.1,17,17,11,87.1
DET,4,5,8.2,23.4,-0.2,10.4,50.8
GB,2,8,16.5,14.7,3.5,28.8,73.5
IND,7,6,18.6,4,2.9,40.4,78.9
JAC,8,4,15.6,23,0,29.6,80.2
KC,4,1,1.8,11.6,10.3,8.3,37
MIA,9,9,15.2,20.4,0,34.1,87.7
MIN,3,5,15.5,6.8,3.1,18,51.4
NE,9,1,4.2,31.7,0.4,8.1,54.4
NO,1,13,23.5,19.7,0,38.6,95.8
NYG,8,4,8,26.6,1.6,18.1,66.3
NYJ,11,9,2.6,39.5,3.1,10.9,76.1
OAK,7,9,21.1,12.1,6.5,23.1,78.8
PHI,14,12,30.3,43.4,0.7,23.6,124
PIT,7,14,12,25.9,0.3,10.8,70
SD,12,4,3.1,12.7,0.7,17.1,49.6
SEA,4,10,14.6,47.8,0,22.8,99.2
SF,3,4,25.5,32.4,9.5,24.3,98.7
STL,13,12,4,56.3,2.4,18.9,106.6
TB,17,8,11.5,23.5,1.4,7.8,69.2
TEN,7,3,16.1,9.9,1.8,25,62.8
10,252,208,405.8,401.9,145,677.8,2090.5
ARI,,9,27.9,15.5,2.3,54,108.7
ARZ,13,,,,,,13
ATL,10,11,18,7.2,6.8,21.1,74.1
BAL,7,5,,12.5,16.2,20.2,60.9
BUF,0,7,18.8,14.2,7.6,26.5,74.1
CAR,9,10,15,17.8,9,13.3,74.1
CHI,10,9,18.9,8.6,1.3,36.7,84.5
CIN,5,1,8.3,8.8,3.1,20.6,46.8
CLE,18,9,-0.4,23,1.5,12.6,63.7
DAL,2,1,-1.9,10,0.9,9.9,21.9
DEN,9,4,11.5,7.5,-0.3,12.1,43.8
DET,4,8,23.4,13.8,12.3,30.8,92.3
GB,7,8,10.5,11.5,0,33.7,70.7
IND,4,8,13.2,13.5,20.1,11.6,70.4
JAC,8,0,6.9,3.7,1.7,18,38.3
MIA,0,-1,0.9,9.9,1.9,11.4,23.1
MIN,8,4,23.7,5.9,5.3,36.9,83.8
NE,13,5,8,5.5,1.6,19.9,53
NO,2,10,26.6,24.8,13.2,18,94.6
NYG,9,9,9.7,16.4,2.9,24,71
NYJ,25,6,6.2,12.6,0.8,9.6,60.2
OAK,4,10,27.9,16.8,2.3,43.3,104.3
PHI,23,18,9.4,14.1,7.8,4.6,76.9
PIT,11,8,25.6,9.8,2.6,29.7,86.7
SD,12,6,0.7,16.6,0.3,17.7,53.3
SEA,6,11,9.7,19,2.9,14.4,63
SF,0,5,20.3,15.6,3.4,39.5,83.8
STL,8,5,22.3,28.5,3.8,34.1,101.7
TB,5,9,18.5,21.3,3.6,18.9,76.3
TEN,13,8,15.7,6.8,2.3,18.2,64
WAS,7,5,10.5,10.7,7.8,16.5,57.5
11,191,166,378.4,585.1,131.6,528.1,1980.2
ARI,,8,10.1,14.8,5,22.9,60.8
ARZ,2,,,,,,2
ATL,8,4,5.9,6.7,0.9,3.9,29.4
BAL,4,5,,26.9,15.4,10.9,62.2
BUF,4,3,22.4,22.5,8.4,34.7,95
CAR,4,1,12.6,8.5,0.8,13.6,40.5
CHI,5,7,1.9,9.5,0,9.2,32.6
CIN,9,-2,-0.5,9,1.5,6.4,23.4
CLE,17,12,7.6,4.9,2.1,23.7,67.3
DAL,9,6,5.7,17.7,1.4,12.8,52.6
DEN,8,14,8.4,20.5,12.2,8.7,71.8
DET,12,7,11.5,19.7,0,17.9,68.1
GB,9,9,16,29.8,10.6,13.3,87.7
IND,5,2,8.8,29,5,33.7,83.5
JAC,6,2,14.7,23.7,4.5,22.9,73.8
KC,3,7,11.7,39.1,7.9,7.9,76.6
MIA,10,10,25.8,15.1,8.5,33.8,103.2
MIN,3,6,10.7,14.3,5.6,4.2,43.8
NE,5,3,27.7,42.9,0.4,30.2,109.2
NO,4,3,18.8,15.5,4.4,28.4,74.1
NYG,1,4,7.7,27.7,0.8,10.9,52.1
OAK,3,4,21.7,26.8,0.1,30.2,85.8
PHI,2,3,7.6,9.9,0.5,4.3,27.3
PIT,12,9,29.6,16.3,0.2,28.5,95.6
SD,7,3,21.2,14.3,2.4,15.8,63.7
SEA,3,0,11.3,18.8,0,9.1,42.2
SF,17,10,13.2,29.7,2.7,26.6,99.2
STL,5,9,9.6,8.2,10.2,20.3,62.3
TB,13,5,5.7,35.1,2.9,7.9,69.6
TEN,1,6,25.2,7.9,13.9,29.9,83.9
WAS,0,6,5.8,20.3,3.3,5.5,40.9
12,205,169,410.2,534.3,100.4,579.8,1998.7
ARI,,13,13.6,28,0.9,26.9,82.4
ARZ,7,,,,,,7
ATL,2,4,12,2.7,5.5,4.5,30.7
BAL,17,14,,29.7,3,19,82.7
BUF,2,-1,-1.3,8.9,0.8,10,19.4
CAR,7,11,17.1,5.2,4.9,10.2,55.4
CHI,7,6,3.1,7.8,0.7,10.6,35.2
CIN,8,7,7.8,15.7,0.6,10.7,49.8
CLE,0,1,16.5,3.6,3.2,28.2,52.5
DAL,5,7,7.7,27,0.7,17.6,65
DEN,2,4,8.7,16.6,10.3,4,45.6
DET,2,1,12,25.5,0.6,4.9,46
GB,13,2,31,19,8.8,29.6,103.4
IND,14,9,17.3,2.7,17.2,23.3,83.5
JAC,9,6,12.7,13.6,3.6,21.8,66.7
KC,4,4,10.5,17,4.1,12.5,52.1
MIA,11,3,11.5,12.4,0,18.9,56.8
MIN,4,3,18,19.5,2.5,22.6,69.6
NE,7,5,8.5,23.2,0.9,16.5,61.1
NO,10,9,23,24.3,6.9,30.5,103.7
NYJ,3,10,9,11.7,1.6,20.9,56.2
OAK,3,6,23.1,21.6,1.9,39.2,94.8
PHI,8,11,20.9,21.5,9.8,16.2,87.4
PIT,6,2,3.2,32.5,1.2,19.8,64.7
SD,2,3,6,17.8,3.3,9.3,41.4
SEA,7,5,10.2,18.8,0,17,58
SF,12,3,26.1,30.7,-0.3,31,102.5
STL,14,4,30,39.4,0,27.4,114.8
TB,7,8,9.1,8.9,3.6,15.2,51.8
TEN,7,7,23.8,16.2,2.3,42.9,99.2
WAS,5,2,19.1,12.8,1.8,18.6,59.3
13,200,151,386.9,521.9,137.2,535.5,1932.5
ARI,,3,14.2,9.5,1.8,25.8,54.3
ARZ,1,,,,,,1
ATL,7,3,7.6,8.4,1.3,13,40.3
BUF,10,7,12.9,24.5,5.8,19.8,80
CAR,4,6,15.2,13.4,8.8,9.8,57.2
CHI,4,0,3.3,14.4,3.6,6.5,31.8
CIN,10,4,3.8,16.7,0,10.1,44.6
CLE,13,10,4.7,11.3,2.2,13,54.2
DAL,5,7,12.7,17.3,0,14.9,56.9
DEN,9,8,11.9,14.6,15.1,13,71.6
DET,8,12,6.9,11.7,0.9,9.2,48.7
GB,2,4,11.1,29.3,2.5,16.8,65.7
IND,1,6,1.4,9.8,3.9,9.5,31.6
JAC,3,1,17.8,5.8,1.4,33.1,62.1
KC,12,7,16.8,43.7,11.1,8.2,98.8
MIA,9,5,32.7,27.8,2,30.5,107
MIN,8,6,30.6,33.7,10.5,34.1,122.9
NE,17,7,4.4,22,0,20.2,70.6
NO,13,4,17.1,26.5,-0.5,32.6,92.7
NYG,1,7,4.9,14.6,7,8.6,43.1
NYJ,1,0,5.6,9.3,0,18.7,34.6
OAK,11,4,16.4,9,7.9,15.9,64.2
PHI,16,6,18.6,18.3,8.7,9.6,77.2
PIT,2,10,12.2,13.2,1.8,22.2,61.4
SD,4,0,18.8,5.3,7,10.5,45.6
SEA,6,0,11.4,9.1,1.4,25.1,53
SF,8,2,7.9,15,4,9.1,46
STL,5,9,19.7,23.3,4,27.7,88.7
TB,5,1,13.4,22,3.6,23.8,68.8
TEN,2,6,20.3,20.9,14.1,27.2,90.5
WAS,3,6,12.6,21.5,7.3,17,67.4
14,221,189,375,447.2,145.5,573.9,1951.6
ARI,,7,15,8.3,13.8,10.7,54.8
ARZ,1,,,,,,1
ATL,2,9,16,6.9,2.8,15.3,52
BAL,3,2,,6.9,3.7,22.9,38.5
BUF,9,8,7.4,15.5,3.6,12,55.5
CHI,9,9,13.7,25.3,9.6,21.8,88.4
CIN,0,2,1.5,27,0.4,7,37.9
CLE,20,4,6.1,8.6,2.3,9.5,50.5
DAL,1,3,7.4,5,0.4,14.3,31.1
DEN,11,10,22,6.6,9.7,20.6,79.9
DET,12,9,23,14.2,6.4,15.5,80.1
GB,8,8,14,3.9,1.8,27.3,63
IND,8,11,24,30.8,23.7,25.7,123.2
JAC,7,9,7.4,15.1,4.4,18.2,61.1
KC,4,12,13.6,17.2,6.1,27.7,80.6
MIA,1,0,1.3,5.8,0,12.5,20.6
MIN,14,6,16.8,6.6,1.4,30.2,75
NE,3,12,8.8,14.5,2.5,16.3,57.1
NO,8,3,19.4,18.4,2.1,30.7,81.6
NYG,5,5,14.1,12.9,1.3,21.7,60
NYJ,6,1,15.7,13.3,12.9,16.8,65.7
OAK,10,7,11.9,11.1,3,18,61
PHI,7,8,13.9,10.9,2.5,23.9,66.2
PIT,4,7,26.8,17.7,0.9,43,99.4
SD,8,6,4.2,7.4,1.7,10.5,37.8
SEA,14,9,8,30.8,1.4,10.4,73.6
SF,14,2,9.4,33.6,7.2,6.5,72.7
STL,9,10,29.7,16.5,4.3,38.4,107.9
TB,5,3,2.7,9,1.4,11.7,32.8
TEN,8,3,15.2,31.5,10.6,21,89.3
WAS,10,4,6,15.9,3.6,13.8,53.3
15,212,206,362.4,594.3,179.8,489.7,2044.2
ARI,,4,5.8,16,1.1,10.8,37.7
ARZ,13,,,,,,13
ATL,0,15,21.2,8.3,19.6,18.1,82.2
BAL,11,9,,21.7,5,13.3,60
BUF,11,6,12.5,35.4,0,22.2,87.1
CAR,9,13,18.8,17.2,5.6,27.8,91.4
CHI,10,8,3.9,17.1,0,8.3,47.3
CIN,7,0,-1.8,16.4,0,13.8,35.4
CLE,2,1,7.8,27.6,0.7,9.1,48.2
DAL,1,3,6.2,19.4,2.9,15.4,47.9
DET,1,1,8.8,1.2,15.2,6.4,33.6
GB,20,5,15.6,32.8,16.3,5,94.7
IND,4,7,13.8,18.2,14.8,20.3,78.1
JAC,8,15,12.6,34.8,2.9,23.5,96.8
KC,2,7,11.7,15.9,10.2,14.6,61.4
MIA,3,7,18.1,5,1.3,30.2,64.6
MIN,1,3,5.8,4.8,6.5,3.4,24.5
NE,8,8,7.8,35.5,0.8,6.6,66.7
NO,0,3,15.4,4.5,8.6,32.3,63.8
NYG,13,9,15.4,19,1.6,32.1,90.1
NYJ,6,16,16.5,29.8,8.2,18,94.5
OAK,7,1,13.1,14.5,9.2,13.8,58.6
PHI,2,3,10.4,16.6,0.6,10.8,43.4
PIT,18,9,35.6,24.2,6.7,28.6,122.1
SD,5,4,17,15.6,8.9,19.5,70
SEA,11,6,7.4,28.7,1.5,10.1,64.7
SF,5,7,11.3,12.3,3.7,13.4,52.7
STL,9,6,14,37.2,8.5,18.2,92.9
TB,17,16,21.2,33.5,11.5,14.5,113.7
TEN,4,7,8.7,11.7,3.5,17.3,52.2
WAS,4,7,7.8,19.4,4.4,12.3,54.9
16,220,193,448.8,529.5,154.6,664.7,2210.6
ARI,,12,14.8,19,1.5,24.7,72
ARZ,10,,,,,,10
ATL,9,1,12.9,11,2.4,17.1,53.4
BAL,0,4,,13.5,7,14.9,39.4
BUF,6,2,13.1,23.6,7.8,16.6,69.1
CAR,0,-1,12.8,14,2.7,17.2,45.7
CHI,22,6,17.7,7.6,1,36.2,90.5
CIN,20,6,23,14.2,0,48.4,111.6
CLE,5,11,23.3,26.6,9.2,36.6,111.7
DAL,2,9,26.6,19,0.7,32,89.3
DEN,9,11,16.7,11.6,1.7,16.5,66.5
DET,1,0,7.9,6.9,6.5,16,38.3
GB,13,6,6.6,12.2,4,18.5,60.3
IND,4,5,11.9,15.1,5.5,13.1,54.6
JAC,12,5,20,24.6,5.1,24.1,90.8
KC,10,12,14,19.8,22.8,12.8,91.4
MIA,18,3,14.9,16.2,3.6,13,68.7
MIN,4,6,5.9,15.1,13.6,3.4,48
NO,4,3,5.5,18.5,2.2,3.6,36.8
NYG,8,7,15.9,26.6,3.9,21.6,83
NYJ,3,9,5.1,18.5,1.4,15.6,52.6
OAK,4,5,14.5,17.5,10.1,20.8,71.9
PHI,4,5,23.6,5.5,19.4,26.6,84.1
PIT,8,5,14,18.1,0,30.3,75.4
SD,3,16,16.5,11.2,4.4,31.9,83
SEA,8,4,22.9,7.7,0,42.9,85.5
SF,1,2,23.8,5.2,3.5,29.2,64.7
STL,4,6,24.3,40.5,0.7,43.2,118.7
TB,11,9,9.5,20.9,2.1,4.4,56.9
TEN,5,8,22.4,33.4,7.1,30.3,106.2
WAS,12,16,8.7,35.9,4.7,3.2,80.5
17,246,164,286.3,571.5,117.8,564.9,1950.5
ARI,,5,4.2,12.6,3.4,9.9,35.1
ARZ,8,,,,,,8
ATL,14,7,6.8,2.6,4.4,12,46.8
BAL,19,13,,22.4,5.1,9.7,69.2
BUF,3,1,-1.2,12.1,4,15.8,34.7
CAR,7,6,-2.2,24.2,2.2,3.3,40.5
CHI,10,15,8.3,30.8,0.4,18.4,82.9
CIN,7,11,9.6,26.7,1.1,28.2,83.6
CLE,8,1,1.9,10.8,1.9,13.2,36.8
DAL,0,4,5.8,16.2,0,12.9,38.9
DEN,3,3,3.3,11.7,8,11.6,40.6
DET,2,1,18.1,18.4,8.8,18.5,66.8
GB,7,9,19,25.4,2.3,37.9,100.6
IND,13,17,13.8,17.9,1.6,26.5,89.8
JAC,3,0,10.2,10.9,0.9,27.6,52.6
KC,5,2,10.2,23,9.2,10,59.4
MIA,14,9,16.9,22.1,1.2,17.4,80.6
MIN,2,3,-0.9,8.5,2.1,1.8,16.5
NE,32,8,8.1,19.5,9.6,10.7,87.9
NO,4,,-2.7,-1.3,1.2,11.5,12.7
NYG,3,4,13.4,37.6,0.9,32.7,91.6
NYJ,1,6,9.1,15.2,0.4,26.9,58.6
OAK,9,,13.4,23.3,9.3,13.3,68.3
PHI,7,3,13,14.8,4.1,22.3,64.2
PIT,16,4,10.2,30.2,0.5,20.9,81.8
SEA,5,2,13.9,25.2,3,29.6,78.7
SF,15,8,25.3,31.1,2.4,38.7,120.5
STL,13,6,17.9,29.1,13.5,27.9,107.4
TB,5,7,4.8,19.5,2,9.9,48.2
TEN,7,3,27,4.8,2.3,38.6,82.7
WAS,4,6,9.1,26.2,12,7.2,64.5
2002,3729,3122,7148.7,9640.1,2597,10461.7,36698.5
1,208,229,501.7,599.1,188.4,692.2,2418.4
ARI,,10,16.6,7.5,1,22.1,57.2
ARZ,3,,,,,,3
ATL,4,10,25.6,24.7,7.4,10.1,81.8
BAL,2,0,10.6,10.4,2,23.2,48.2
BUF,5,6,10.8,34.4,1.1,27.8,85.1
CAR,4,3,9,14.1,11.2,9.2,50.5
CHI,7,8,16.3,16,1,38.3,86.6
CIN,1,6,7.3,6.1,0,15.9,36.3
