"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"WR","Cecil Shorts III (7451790)","Cecil Shorts III",7451790,3000,"LA@TB 04:05PM ET","TB","Cecil","Shorts III","LA",0,0,0,0,NA,NA,0,0,0,NA,NA,"Shorts III, Cecil",NA,NA,NA,NA,NA
"WR","Adam Humphries (7451792)","Adam Humphries",7451792,3000,"LA@TB 04:05PM ET","TB","Adam","Humphries","LA",8.95,3.3,0,7.24376715975742,3,0.177215189873418,5.64519189017174,7.20319777343615,0,7.1,12.7,"Humphries, Adam",10,14,0,2,4
"WR","Bradley Marquez (7451793)","Bradley Marquez",7451793,3000,"LA@TB 04:05PM ET","LA","Bradley","Marquez","TB",0,0,0,0,9,0,0,0,0,NA,NA,"Marquez, Bradley",0,0,0,9,1
"WR","Nelson Spruce (7451794)","Nelson Spruce",7451794,3000,"LA@TB 04:05PM ET","LA","Nelson","Spruce","TB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Spruce, Nelson",NA,NA,NA,NA,NA
"WR","Pharoh Cooper (7451795)","Pharoh Cooper",7451795,3000,"LA@TB 04:05PM ET","LA","Pharoh","Cooper","TB",0,0,0,0,9,0,0,0,0,NA,NA,"Cooper, Pharoh",0,0,0,9,1
"WR","Mike Thomas (7451796)","Mike Thomas",7451796,3000,"LA@TB 04:05PM ET","LA","Mike","Thomas","TB",0,2.3,0,2.3,9,0,1.14984473231042,0.59121062364213,0,NA,NA,"Thomas, Mike",0,0,0,9,1
"RB","DuJuan Harris (7451648)","DuJuan Harris",7451648,3000,"SF@Sea 04:05PM ET","SF","DuJuan","Harris","Sea",0,0,0,0,13,0,0,0,0,NA,NA,"Harris, DuJuan",0,0,0,12,3
"RB","Will Tukuafu (7451649)","Will Tukuafu",7451649,3000,"SF@Sea 04:05PM ET","Sea","Will","Tukuafu","SF",0,0,0,0,NA,NA,0,0,0,NA,NA,"Tukuafu, Will",NA,NA,NA,NA,NA
"RB","Mike Davis (7451653)","Mike Davis",7451653,3000,"SF@Sea 04:05PM ET","SF","Mike","Davis","Sea",0,1.1,0,1.1,10,0.0136986301369863,0.549925741539768,0.282752906959279,0,0.1,2,"Davis, Mike",1,1,0,8,3
"RB","Alex Collins (7451655)","Alex Collins",7451655,3000,"SF@Sea 04:05PM ET","Sea","Alex","Collins","SF",1.83,5,0,5,10,0,3.31660199651211,2.58463025893628,0,NA,NA,"Collins, Alex",0,0,0,9,2
"WR","Rod Streater (7451801)","Rod Streater",7451801,3000,"SF@Sea 04:05PM ET","SF","Rod","Streater","Sea",2.72,3.4,0,3.4,7,0.0410958904109589,2.91401940014099,2.80529696333421,0,NA,NA,"Streater, Rod",1,3,0,8,3
"WR","Paul Richardson (7451802)","Paul Richardson",7451802,3000,"SF@Sea 04:05PM ET","Sea","Paul","Richardson","SF",4.19,2.3,0,3.78263427646939,4,0.12,3.02032377685397,3.56631616891803,0,2.1,6.5,"Richardson, Paul",4,9,0,5,2
"WR","Tanner McEvoy (7451804)","Tanner McEvoy",7451804,3000,"SF@Sea 04:05PM ET","Sea","Tanner","McEvoy","SF",0,0,0,0,10,0,0,0,0,NA,NA,"McEvoy, Tanner",0,0,0,9,2
"WR","Aaron Burbridge (7451806)","Aaron Burbridge",7451806,3000,"SF@Sea 04:05PM ET","SF","Aaron","Burbridge","Sea",0,1.3,0,1.3,10,0.0136986301369863,0.649912240001545,0.334162526406421,0,NA,NA,"Burbridge, Aaron",0,1,0,12,3
"TE","Jimmy Graham (7451915)","Jimmy Graham",7451915,3000,"SF@Sea 04:05PM ET","Sea","Jimmy","Graham","SF",10.26,9.8,7.05,5.05242396145729,6,0.0666666666666667,9.47955680100334,9.80417466902707,0,2.1,7.2,"Graham, Jimmy",4,5,0,5,2
"RB","Anthony Sherman (7451658)","Anthony Sherman",7451658,3000,"NYJ@KC 04:25PM ET","KC","Anthony","Sherman","NYJ",0,0,0,0,NA,NA,0,0,0,NA,NA,"Sherman, Anthony",NA,NA,NA,NA,NA
"RB","Knile Davis (7451660)","Knile Davis",7451660,3000,"NYJ@KC 04:25PM ET","KC","Knile","Davis","NYJ",0,0,0,0,11,0,0,0,0,NA,NA,"Davis, Knile",0,0,0,9,3
"RB","Troymaine Pope (7451662)","Troymaine Pope",7451662,3000,"NYJ@KC 04:25PM ET","NYJ","Troymaine","Pope","KC",0,0,0,0,NA,NA,0,0,0,NA,NA,"Pope, Troymaine",NA,NA,NA,NA,NA
"RB","Julian Howsare (7451664)","Julian Howsare",7451664,3000,"NYJ@KC 04:25PM ET","NYJ","Julian","Howsare","KC",0,0,0,0,NA,NA,0,0,0,NA,NA,"Howsare, Julian",NA,NA,NA,NA,NA
"WR","Albert Wilson (7451811)","Albert Wilson",7451811,3000,"NYJ@KC 04:25PM ET","KC","Albert","Wilson","NYJ",5.36,5.1,5.09,5.31229578480357,5,0.0963855421686747,4.94244035964245,5.11680823687558,0,3.1,3.1,"Wilson, Albert",5,8,0,6,3
"WR","Charone Peake (7451813)","Charone Peake",7451813,3000,"NYJ@KC 04:25PM ET","NYJ","Charone","Peake","KC",0,0,0,0,9,0,0,0,0,NA,NA,"Peake, Charone",0,0,0,7,4
"WR","De'Anthony Thomas (7451814)","De'Anthony Thomas",7451814,3000,"NYJ@KC 04:25PM ET","KC","De'Anthony","Thomas","NYJ",0,0,0,0,NA,NA,0,0,0,NA,NA,"Thomas, De'Anthony",NA,NA,NA,NA,NA
"WR","Robby Anderson (7451815)","Robby Anderson",7451815,3000,"NYJ@KC 04:25PM ET","NYJ","Robby","Anderson","KC",0,5.2,0,5.2,9,0,2.59964896000618,1.33665010562568,0,NA,NA,"Anderson, Robby",0,0,0,7,4
"WR","Demarcus Robinson (7451816)","Demarcus Robinson",7451816,3000,"NYJ@KC 04:25PM ET","KC","Demarcus","Robinson","NYJ",0,0,0,0,NA,NA,0,0,0,NA,NA,"Robinson, Demarcus",NA,NA,NA,NA,NA
"WR","Jalin Marshall (7451817)","Jalin Marshall",7451817,3000,"NYJ@KC 04:25PM ET","NYJ","Jalin","Marshall","KC",3.6,6.8,0,6.8,5,0.0821917808219178,5.00663511484997,4.30410366334918,0,NA,6.5,"Marshall, Jalin",3,6,1,5,2
"WR","Tyreek Hill (7451818)","Tyreek Hill",7451818,3000,"NYJ@KC 04:25PM ET","KC","Tyreek","Hill","NYJ",2.57,0,0,5.40402333771597,8,0.036144578313253,1.14728666932623,1.82482607431004,0,7.9,2.7,"Hill, Tyreek",3,3,1,7,1
"RB","Robert Turbin (7451667)","Robert Turbin",7451667,3000,"SD@Ind 04:25PM ET","Ind","Robert","Turbin","SD",4.27,3,0,2.21688435477806,8,0.0340909090909091,3.40598972518462,3.80305376147517,0,3.9,7,"Turbin, Robert",2,3,0,8,5
"RB","Jordan Todman (7451668)","Jordan Todman",7451668,3000,"SD@Ind 04:25PM ET","Ind","Jordan","Todman","SD",0,0,0,0,11,0,0,0,0,NA,NA,"Todman, Jordan",0,0,0,10,5
"RB","Andre Williams (7451669)","Andre Williams",7451669,3000,"SD@Ind 04:25PM ET","SD","Andre","Williams","Ind",0,2.2,0,2.2,NA,NA,1.09985148307954,0.565505813918559,0,NA,NA,"Williams, Andre",NA,NA,NA,NA,NA
"RB","Josh Ferguson (7451670)","Josh Ferguson",7451670,3000,"SD@Ind 04:25PM ET","Ind","Josh","Ferguson","SD",0,3.2,4.75,1.52579126086467,7,0.0795454545454545,1.59978397538842,0.822553911154268,0,4.4,8.6,"Ferguson, Josh",7,7,0,3,5
"RB","Derek Watt (7451672)","Derek Watt",7451672,3000,"SD@Ind 04:25PM ET","SD","Derek","Watt","Ind",0,0,0,0,NA,NA,0,0,0,NA,NA,"Watt, Derek",NA,NA,NA,NA,NA
"RB","Kenneth Farrow (7451673)","Kenneth Farrow",7451673,3000,"SD@Ind 04:25PM ET","SD","Kenneth","Farrow","Ind",4.88,5.1,0,5.1,9,0.0151515151515152,4.72816113735584,4.77598468992273,0,NA,1.3,"Farrow, Kenneth",0,1,0,9,5
"WR","Isaiah Burse (7451822)","Isaiah Burse",7451822,3000,"SD@Ind 04:25PM ET","SD","Isaiah","Burse","Ind",3.51,1.9,0,1.9,10,0,2.51678854835772,2.98066357184055,0,NA,NA,"Burse, Isaiah",0,0,0,9,5
"WR","Quan Bray (7451823)","Quan Bray",7451823,3000,"SD@Ind 04:25PM ET","Ind","Quan","Bray","SD",1.97,2.9,0,2.9,10,0.0113636363636364,2.32924186916372,2.14423612260254,0,NA,1.7,"Bray, Quan",1,1,0,9,5
"WR","Chester Rogers (7451827)","Chester Rogers",7451827,3000,"SD@Ind 04:25PM ET","Ind","Chester","Rogers","SD",0,6.6,0,6.6,9,0.0227272727272727,3.29955444923861,1.69651744175568,0,NA,NA,"Rogers, Chester",0,2,0,10,5
"RB","Kenjon Barner (7451677)","Kenjon Barner",7451677,3000,"Pit@Phi 04:25PM ET","Phi","Kenjon","Barner","Pit",0,2.2,0,2.2,10,0,1.09985148307954,0.565505813918559,0,4.2,0.2,"Barner, Kenjon",0,0,0,9,4
"RB","Fitzgerald Toussaint (7451678)","Fitzgerald Toussaint",7451678,3000,"Pit@Phi 04:25PM ET","Pit","Fitzgerald","Toussaint","Phi",2.4,4.4,0,4.4,8,0.0140845070422535,3.27109907759213,2.83512936260136,0,0.6,2.3,"Toussaint, Fitzgerald",1,1,0,7,6
"RB","Roosevelt Nix (7451679)","Roosevelt Nix",7451679,3000,"Pit@Phi 04:25PM ET","Pit","Roosevelt","Nix","Phi",0,0,0,0,NA,NA,0,0,0,NA,NA,"Nix, Roosevelt",NA,NA,NA,NA,NA
"RB","Daryl Richardson (7451680)","Daryl Richardson",7451680,3000,"Pit@Phi 04:25PM ET","Pit","Daryl","Richardson","Phi",0,2.9,0,2.9,NA,NA,1.44980422769575,0.745439481983555,0,NA,0.6,"Richardson, Daryl",NA,NA,NA,NA,NA
"RB","Wendell Smallwood (7451681)","Wendell Smallwood",7451681,3000,"Pit@Phi 04:25PM ET","Phi","Wendell","Smallwood","Pit",0,1.6,4.16,1.6,8,0.0144927536231884,0.799891987694209,0.411276955577134,0,0.1,1.6,"Smallwood, Wendell",0,1,0,9,4
"WR","Josh Huff (7451832)","Josh Huff",7451832,3000,"Pit@Phi 04:25PM ET","Phi","Josh","Huff","Pit",2.78,3.2,0,3.2,NA,NA,2.84081780446504,2.79649028725618,0,NA,0.9,"Huff, Josh",NA,NA,NA,NA,NA
"WR","Bryce Treggs (7451836)","Bryce Treggs",7451836,3000,"Pit@Phi 04:25PM ET","Phi","Bryce","Treggs","Pit",0,0,0,0,10,0,0,0,0,NA,NA,"Treggs, Bryce",0,0,0,9,4
"RB","Lance Dunbar (7451683)","Lance Dunbar",7451683,3000,"Chi@Dal 08:30PM ET","Dal","Lance","Dunbar","Chi",0,5.6,4.99,2.49331501981789,5,0.051948051948052,2.79962195692973,1.43946934451997,0,2.6,5.2,"Dunbar, Lance",3,4,0,4,2
"RB","Rod Smith (7451684)","Rod Smith",7451684,3000,"Chi@Dal 08:30PM ET","Dal","Rod","Smith","Chi",0,0,0,0,NA,NA,0,0,0,NA,NA,"Smith, Rod",NA,NA,NA,NA,NA
"RB","Keith Smith (7451686)","Keith Smith",7451686,3000,"Chi@Dal 08:30PM ET","Dal","Keith","Smith","Chi",0,0,0,0,NA,NA,0,0,0,NA,1.5,"Smith, Keith",NA,NA,NA,NA,NA
"RB","Paul Lasike (7451688)","Paul Lasike",7451688,3000,"Chi@Dal 08:30PM ET","Chi","Paul","Lasike","Dal",0,0,0,0,NA,NA,0,0,0,NA,0.2,"Lasike, Paul",NA,NA,NA,NA,NA
"RB","Darius Jackson (7451689)","Darius Jackson",7451689,3000,"Chi@Dal 08:30PM ET","Dal","Darius","Jackson","Chi",0,0,0,0,NA,NA,0,0,0,NA,NA,"Jackson, Darius",NA,NA,NA,NA,NA
"WR","Deonte Thompson (7451839)","Deonte Thompson",7451839,3000,"Chi@Dal 08:30PM ET","Chi","Deonte","Thompson","Dal",0,0,0,0,9,0,0,0,0,NA,NA,"Thompson, Deonte",0,0,0,8,2
"WR","Brice Butler (7451841)","Brice Butler",7451841,3000,"Chi@Dal 08:30PM ET","Dal","Brice","Butler","Chi",2.97,1.3,0,4.54335992110184,7,0.038961038961039,1.97576492789995,2.44300822317717,0,2.6,NA,"Butler, Brice",1,3,0,8,2
"WR","Joshua Bellamy (7451845)","Joshua Bellamy",7451845,3000,"Chi@Dal 08:30PM ET","Chi","Joshua","Bellamy","Dal",0,0,0,0,NA,NA,0,0,0,NA,NA,"Bellamy, Joshua",NA,NA,NA,NA,NA
"WR","Cameron Meredith (7451846)","Cameron Meredith",7451846,3000,"Chi@Dal 08:30PM ET","Chi","Cameron","Meredith","Dal",0,0,0,0,9,0,0,0,0,NA,NA,"Meredith, Cameron",0,0,0,8,2
"WR","Lucky Whitehead (7451848)","Lucky Whitehead",7451848,3000,"Chi@Dal 08:30PM ET","Dal","Lucky","Whitehead","Chi",0,0,0,0,11,0,0,0,0,NA,NA,"Whitehead, Lucky",0,0,0,10,2
"TE","Charles Clay (7451852)","Charles Clay",7451852,2900,"Ari@Buf 01:00PM ET","Buf","Charles","Clay","Ari",9.55,8.8,6.46,8.8,1,0.192307692307692,8.66266962572885,9.04299174192361,0,6,7.7,"Clay, Charles",6,10,0,2,4
"TE","Jordan Cameron (7451870)","Jordan Cameron",7451870,2900,"Cle@Mia 01:00PM ET","Mia","Jordan","Cameron","Cle",8.59,0,6.62,0,3,0.138888888888889,3.83470524883748,6.09932139234367,0,2.6,15.9,"Cameron, Jordan",7,10,1,3,1
"TE","Jared Cook (7451882)","Jared Cook",7451882,2900,"Det@GB 01:00PM ET","GB","Jared","Cook","Det",9.03,7.6,6.04,7.6,4,0.116883116883117,7.83061481081436,8.36530851604184,0,1.7,7.1,"Cook, Jared",5,9,0,4,3
"TE","Austin Seferian-Jenkins (7451912)","Austin Seferian-Jenkins",7451912,2900,"LA@TB 04:05PM ET","TB","Austin","Seferian-Jenkins","LA",0,0,0,0,9,0,0,0,0,10,3.4,"Seferian-Jenkins, Austin",0,0,0,7,4
"TE","Vance McDonald (7451919)","Vance McDonald",7451919,2900,"SF@Sea 04:05PM ET","SF","Vance","McDonald","Sea",7.93,6,8.15,6,6,0.0684931506849315,6.53966627204667,7.17297759869776,1,9.4,14.5,"McDonald, Vance",3,5,2,5,1
"TE","Zach Miller (7451943)","Zach Miller",7451943,2900,"Chi@Dal 08:30PM ET","Chi","Zach","Miller","Dal",9.53,9.8,7.69,9.8,4,0.152542372881356,9.15367381710912,9.28583885803628,0,4.4,7.3,"Miller, Zach",7,9,0,3,2
"TE","Clive Walford (7451860)","Clive Walford",7451860,2800,"Oak@Ten 01:00PM ET","Oak","Clive","Walford","Ten",9.4,8.5,8.31,8.5,3,0.137931034482759,8.44572762107162,8.85936995433013,1,5.5,17,"Walford, Clive",9,12,1,3,1
"TE","Brent Celek (7451936)","Brent Celek",7451936,2800,"Pit@Phi 04:25PM ET","Phi","Brent","Celek","Pit",5.86,5.3,0,5.3,7,0.0579710144927536,5.26563438131944,5.52324238439861,0,2.1,NA,"Celek, Brent",3,4,0,7,4
"TE","Vernon Davis (7451863)","Vernon Davis",7451863,2700,"Was@NYG 01:00PM ET","Was","Vernon","Davis","NYG",6.76,3.6,0,3.6,5,0.0697674418604651,4.81752268618174,5.72530476963449,0,3,10.1,"Davis, Vernon",6,6,0,5,2
"TE","Larry Donnell (7451864)","Larry Donnell",7451864,2700,"Was@NYG 01:00PM ET","NYG","Larry","Donnell","Was",8.66,4.3,5.31,4.3,5,0.0958904109589041,6.01566401901579,7.25433164438784,0,8.5,6.4,"Donnell, Larry",5,7,1,5,1
"TE","Richard Rodgers (7451887)","Richard Rodgers",7451887,2700,"Det@GB 01:00PM ET","GB","Richard","Rodgers","Det",5.58,4.4,6.12,4.4,5,0.0649350649350649,4.69069892524093,5.09308536116398,0,3.2,4.5,"Rodgers, Richard",3,5,0,5,3
"TE","Lance Kendricks (7451908)","Lance Kendricks",7451908,2700,"LA@TB 04:05PM ET","LA","Lance","Kendricks","TB",6.81,6.5,5.75,6.5,3,0.15625,6.28964766619902,6.50624670442564,0,3.5,10.1,"Kendricks, Lance",7,10,0,3,1
"TE","Will Tye (7451867)","Will Tye",7451867,2600,"Was@NYG 01:00PM ET","NYG","Will","Tye","Was",5.8,5.8,5.95,5.8,6,0.0821917808219178,5.48881572468806,5.60916348964736,0,4.6,3,"Tye, Will",5,6,0,5,4
"TE","Darren Fells (7451849)","Darren Fells",7451849,2500,"Ari@Buf 01:00PM ET","Ari","Darren","Fells","Buf",7.03,3.6,0,3.6,5,0.0810810810810811,4.93805474871796,5.91701801479547,0,NA,7.1,"Fells, Darren",4,6,0,4,4
"TE","Jim Dray (7451850)","Jim Dray",7451850,2500,"Ari@Buf 01:00PM ET","Buf","Jim","Dray","Ari",0,0,0,0,NA,NA,0,0,0,NA,NA,"Dray, Jim",NA,NA,NA,NA,NA
"TE","Jermaine Gresham (7451851)","Jermaine Gresham",7451851,2500,"Ari@Buf 01:00PM ET","Ari","Jermaine","Gresham","Buf",3.63,2.7,0,2.7,6,0.0675675675675676,2.97030434777647,3.27150793636733,0,8.1,NA,"Gresham, Jermaine",4,5,0,4,4
"TE","Nick O'Leary (7451853)","Nick O'Leary",7451853,2500,"Ari@Buf 01:00PM ET","Buf","Nick","O'Leary","Ari",0,0,0,0,NA,NA,0,0,0,NA,NA,"O'Leary, Nick",NA,NA,NA,NA,NA
"TE","Troy Niklas (7451854)","Troy Niklas",7451854,2500,"Ari@Buf 01:00PM ET","Ari","Troy","Niklas","Buf",0,0,0,0,10,0.0135135135135135,0,0,0,NA,NA,"Niklas, Troy",0,1,0,10,4
"TE","Anthony Fasano (7451855)","Anthony Fasano",7451855,2500,"Oak@Ten 01:00PM ET","Ten","Anthony","Fasano","Oak",6.32,3.7,0,3.7,7,0.04,4.67109331498324,5.43858799465129,0,NA,1.1,"Fasano, Anthony",1,3,0,8,4
"TE","Lee Smith (7451857)","Lee Smith",7451857,2500,"Oak@Ten 01:00PM ET","Oak","Lee","Smith","Ten",3.91,3,0,3,6,0.0459770114942529,3.24528030846966,3.54743610126053,0,NA,6.4,"Smith, Lee",4,4,0,6,5
"TE","Mychal Rivera (7451858)","Mychal Rivera",7451858,2500,"Oak@Ten 01:00PM ET","Oak","Mychal","Rivera","Ten",0,2,0,2,13,0,0.999864984617761,0.514096194471417,0,NA,NA,"Rivera, Mychal",0,0,0,13,5
"TE","Beau Brinkley (7451859)","Beau Brinkley",7451859,2500,"Oak@Ten 01:00PM ET","Ten","Beau","Brinkley","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,"Brinkley, Beau",NA,NA,NA,NA,NA
"TE","Jace Amaro (7451861)","Jace Amaro",7451861,2500,"Oak@Ten 01:00PM ET","Ten","Jace","Amaro","Oak",5.85,3.9,0,3.9,10,0,4.56126474162271,5.1562745577071,0,NA,NA,"Amaro, Jace",0,0,0,10,4
"TE","Phillip Supernaw (7451862)","Phillip Supernaw",7451862,2500,"Oak@Ten 01:00PM ET","Ten","Phillip","Supernaw","Oak",0,4.6,0,4.6,9,0.0133333333333333,2.29968946462085,1.18242124728426,0,NA,1.7,"Supernaw, Phillip",1,1,0,8,4
"TE","Niles Paul (7451865)","Niles Paul",7451865,2500,"Was@NYG 01:00PM ET","Was","Niles","Paul","NYG",0,0,0,0,10,0.0116279069767442,0,0,0,NA,2.6,"Paul, Niles",1,1,0,9,2
"TE","Jerell Adams (7451868)","Jerell Adams",7451868,2500,"Was@NYG 01:00PM ET","NYG","Jerell","Adams","Was",0,0,0,0,9,0,0,0,0,NA,NA,"Adams, Jerell",0,0,0,9,4
"TE","MarQueis Gray (7451871)","MarQueis Gray",7451871,2500,"Cle@Mia 01:00PM ET","Mia","MarQueis","Gray","Cle",0,0,0,0,11,0,0,0,0,NA,NA,"Gray, MarQueis",0,0,0,11,3
"TE","Dion Sims (7451872)","Dion Sims",7451872,2500,"Cle@Mia 01:00PM ET","Mia","Dion","Sims","Cle",2.4,2.7,0,2.7,10,0.0138888888888889,2.42121384066703,2.39814759730065,0,NA,3.1,"Sims, Dion",1,1,0,9,3
"TE","Randall Telfer (7451873)","Randall Telfer",7451873,2500,"Cle@Mia 01:00PM ET","Cle","Randall","Telfer","Mia",0,0,0,0,8,0,0,0,0,NA,NA,"Telfer, Randall",0,0,0,8,2
"TE","Seth DeValve (7451874)","Seth DeValve",7451874,2500,"Cle@Mia 01:00PM ET","Cle","Seth","DeValve","Mia",0,0,0,0,8,0,0,0,0,NA,NA,"DeValve, Seth",0,0,0,8,2
"TE","Marcedes Lewis (7451875)","Marcedes Lewis",7451875,2500,"Bal@Jax 01:00PM ET","Jax","Marcedes","Lewis","Bal",3.63,2.8,0,2.8,6,0.0568181818181818,3.02029759700736,3.2972127460909,0,6.8,9.7,"Lewis, Marcedes",4,5,1,6,1
"TE","Crockett Gillmore (7451877)","Crockett Gillmore",7451877,2500,"Bal@Jax 01:00PM ET","Bal","Crockett","Gillmore","Jax",3.1,4.3,4.96,4.3,8,0.0555555555555556,3.53359636086255,3.30645889218402,0,1.5,3.2,"Gillmore, Crockett",2,4,0,8,2
"TE","Neal Sterling (7451879)","Neal Sterling",7451879,2500,"Bal@Jax 01:00PM ET","Jax","Neal","Sterling","Bal",0,0,0,0,11,0,0,0,0,NA,NA,"Sterling, Neal",0,0,0,11,4
"TE","Ben Koyack (7451880)","Ben Koyack",7451880,2500,"Bal@Jax 01:00PM ET","Jax","Ben","Koyack","Bal",0,0,0,0,11,0,0,0,0,NA,NA,"Koyack, Ben",0,0,0,11,4
"TE","Maxx Williams (7451881)","Maxx Williams",7451881,2500,"Bal@Jax 01:00PM ET","Bal","Maxx","Williams","Jax",0,0,0,0,NA,NA,0,0,0,NA,NA,"Williams, Maxx",NA,NA,NA,NA,NA
"TE","Andrew Quarless (7451883)","Andrew Quarless",7451883,2500,"Det@GB 01:00PM ET","Det","Andrew","Quarless","GB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Quarless, Andrew",NA,NA,NA,NA,NA
"TE","Justin Perillo (7451884)","Justin Perillo",7451884,2500,"Det@GB 01:00PM ET","GB","Justin","Perillo","Det",0,0,0,0,11,0,0,0,0,NA,NA,"Perillo, Justin",0,0,0,9,3
"TE","Orson Charles (7451885)","Orson Charles",7451885,2500,"Det@GB 01:00PM ET","Det","Orson","Charles","GB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Charles, Orson",NA,NA,NA,NA,NA
"TE","Cole Wick (7451888)","Cole Wick",7451888,2500,"Det@GB 01:00PM ET","Det","Cole","Wick","GB",0,0,0,0,7,0.0120481927710843,0,0,0,1.5,NA,"Wick, Cole",1,1,0,7,5
"TE","Khari Lee (7451889)","Khari Lee",7451889,2500,"Det@GB 01:00PM ET","Det","Khari","Lee","GB",0,0,0,0,9,0,0,0,0,NA,NA,"Lee, Khari",0,0,0,9,5
"TE","Clark Harris (7451890)","Clark Harris",7451890,2500,"Den@Cin 01:00PM ET","Cin","Clark","Harris","Den",0,0,0,0,NA,NA,0,0,0,NA,NA,"Harris, Clark",NA,NA,NA,NA,NA
"TE","John Phillips (7451892)","John Phillips",7451892,2500,"Den@Cin 01:00PM ET","Den","John","Phillips","Cin",7.14,1.9,0,1.9,11,0,4.13727516690021,5.55814164567146,0,NA,NA,"Phillips, John",0,0,0,11,4
"TE","Ryan Hewitt (7451893)","Ryan Hewitt",7451893,2500,"Den@Cin 01:00PM ET","Cin","Ryan","Hewitt","Den",0,0,0,0,10,0,0,0,0,NA,NA,"Hewitt, Ryan",0,0,0,10,3
"TE","Tyler Kroft (7451895)","Tyler Kroft",7451895,2500,"Den@Cin 01:00PM ET","Cin","Tyler","Kroft","Den",6.33,6,0,6,7,0.0459770114942529,5.82540219775797,6.03689910885493,0,NA,6.5,"Kroft, Tyler",3,4,0,6,3
"TE","C.J. Uzomah (7451896)","C.J. Uzomah",7451896,2500,"Den@Cin 01:00PM ET","Cin","C.J.","Uzomah","Den",4.17,3,0,3,3,0.149425287356322,3.36134822054158,3.73204885585999,0,7.9,3.9,"Uzomah, C.J.",5,13,0,5,3
"TE","Jeff Heuerman (7451897)","Jeff Heuerman",7451897,2500,"Den@Cin 01:00PM ET","Den","Jeff","Heuerman","Cin",4.05,6,0,6,11,0,4.80757589189656,4.41798726082891,0,NA,NA,"Heuerman, Jeff",0,0,0,11,2
"TE","Ed Dickson (7451899)","Ed Dickson",7451899,2500,"Min@Car 01:00PM ET","Car","Ed","Dickson","Min",0,2.4,0,2.4,9,0.0135135135135135,1.19983798154131,0.616915433365701,0,NA,NA,"Dickson, Ed",1,1,0,9,5
"TE","Rhett Ellison (7451900)","Rhett Ellison",7451900,2500,"Min@Car 01:00PM ET","Min","Rhett","Ellison","Car",0,1.1,0,1.1,9,0,0.549925741539768,0.282752906959279,0,NA,NA,"Ellison, Rhett",0,0,0,9,3
"TE","Kevin McDermott (7451901)","Kevin McDermott",7451901,2500,"Min@Car 01:00PM ET","Min","Kevin","McDermott","Car",0,0,0,0,NA,NA,0,0,0,NA,NA,"McDermott, Kevin",NA,NA,NA,NA,NA
"TE","MyCole Pruitt (7451903)","MyCole Pruitt",7451903,2500,"Min@Car 01:00PM ET","Min","MyCole","Pruitt","Car",0,2.2,0,2.2,9,0,1.09985148307954,0.565505813918559,0,NA,NA,"Pruitt, MyCole",0,0,0,9,3
"TE","Scott Simonson (7451904)","Scott Simonson",7451904,2500,"Min@Car 01:00PM ET","Car","Scott","Simonson","Min",0,0,0,0,NA,NA,0,0,0,NA,NA,"Simonson, Scott",NA,NA,NA,NA,NA
"TE","David Morgan (7451905)","David Morgan",7451905,2500,"Min@Car 01:00PM ET","Min","David","Morgan","Car",0,0,0,0,NA,NA,0,0,0,NA,NA,"Morgan, David",NA,NA,NA,NA,NA
"TE","Brandon Myers (7451906)","Brandon Myers",7451906,2500,"LA@TB 04:05PM ET","TB","Brandon","Myers","LA",0,1.3,0,1.3,9,0.0126582278481013,0.649912240001545,0.334162526406421,0,7.4,NA,"Myers, Brandon",1,1,1,8,2
"TE","Andrew DePaola (7451907)","Andrew DePaola",7451907,2500,"LA@TB 04:05PM ET","TB","Andrew","DePaola","LA",0,0,0,0,NA,NA,0,0,0,NA,NA,"DePaola, Andrew",NA,NA,NA,NA,NA
"TE","Luke Stocker (7451909)","Luke Stocker",7451909,2500,"LA@TB 04:05PM ET","TB","Luke","Stocker","LA",0,0,0,0,11,0,0,0,0,NA,NA,"Stocker, Luke",0,0,0,10,4
"TE","Cory Harkey (7451910)","Cory Harkey",7451910,2500,"LA@TB 04:05PM ET","LA","Cory","Harkey","TB",0,0,0,0,NA,NA,0,0,0,NA,NA,"Harkey, Cory",NA,NA,NA,NA,NA
"TE","Cameron Brate (7451911)","Cameron Brate",7451911,2500,"LA@TB 04:05PM ET","TB","Cameron","Brate","LA",7.22,9.1,6.26,9.1,4,0.10126582278481,7.77250231523859,7.4656918702607,0,6,4.6,"Brate, Cameron",6,8,0,3,4
"TE","Tyler Higbee (7451913)","Tyler Higbee",7451913,2500,"LA@TB 04:05PM ET","LA","Tyler","Higbee","TB",0,2.3,5.23,2.3,5,0.0625,1.14984473231042,0.59121062364213,0,1.2,NA,"Higbee, Tyler",1,4,0,7,1
