"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"TE","MarQueis Gray (7572169)","MarQueis Gray",7572169,2500,"Pit@Mia 01:00PM ET","Mia","MarQueis","Gray","Pit",0,2.6,0.98,2.6,12,0.00662251655629139,1.67750526489266,1.49915668211061,0,NA,NA,NA,NA,NA,0,1,0,13,7,0,0,11.1
"TE","Dion Sims (7572170)","Dion Sims",7572170,2500,"Pit@Mia 01:00PM ET","Mia","Dion","Sims","Pit",6.58,8.7,4.2,8.7,5,0.0662251655629139,7.57223420617724,7.37346180431753,0,NA,3.1,8.6,1.9,1.6,7,10,0,6,7,0.5,7.1,2.2
"TE","Xavier Grimble (7572171)","Xavier Grimble",7572171,2500,"Pit@Mia 01:00PM ET","Pit","Xavier","Grimble","Mia",0,1.4,0,1.4,8,0.041025641025641,0.90327206571143,0.807238213444173,0,NA,10.6,NA,2.9,3.3,5,8,1,7,4,1.3,9.9,2.1
"TE","Dominique Jones (7572173)","Dominique Jones",7572173,2500,"Pit@Mia 01:00PM ET","Mia","Dominique","Jones","Pit",0,0,0,0,10,0.0132450331125828,0,0,0,NA,NA,NA,NA,NA,2,2,0,10,7,2.4,2.4,1.8
"TE","Clark Harris (7572174)","Clark Harris",7572174,2500,"Cin@NE 01:00PM ET","Cin","Clark","Harris","NE",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","Greg Scruggs (7572177)","Greg Scruggs",7572177,2500,"Cin@NE 01:00PM ET","NE","Greg","Scruggs","Cin",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Ryan Hewitt (7572178)","Ryan Hewitt",7572178,2500,"Cin@NE 01:00PM ET","Cin","Ryan","Hewitt","NE",0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,4,0,0,0
"TE","A.J. Derby (7572180)","A.J. Derby",7572180,2500,"Cin@NE 01:00PM ET","NE","A.J.","Derby","Cin",0,0,0,0,13,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,13,4,0,0,0
"TE","Tyler Kroft (7572181)","Tyler Kroft",7572181,2500,"Cin@NE 01:00PM ET","Cin","Tyler","Kroft","NE",1.62,0,3.69,0,7,0.0366492146596859,0.482317703590217,0.580307858435734,0,NA,6.5,NA,NA,5.9,6,7,0,6,4,5.8,6.6,3.9
"TE","C.J. Uzomah (7572182)","C.J. Uzomah",7572182,2500,"Cin@NE 01:00PM ET","Cin","C.J.","Uzomah","NE",9.68,1.5,5.27,1.5,4,0.136125654450262,3.84978864141684,4.33241664735027,0,7.9,3.9,5.1,8.5,9.3,16,26,0,4,4,4.6,9.3,1.6
"TE","Mychal Rivera (7572184)","Mychal Rivera",7572184,2500,"KC@Oak 04:05PM ET","Oak","Mychal","Rivera","KC",0,2.4,0,2.4,12,0.00497512437810945,1.54846639836245,1.38383693733287,0,NA,NA,NA,1.1,NA,1,1,0,12,6,1.1,1.1,2.6
"TE","James Winchester (7572185)","James Winchester",7572185,2500,"KC@Oak 04:05PM ET","KC","James","Winchester","Oak",0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TE","James O'Shaughnessy (7572186)","James O'Shaughnessy",7572186,2500,"KC@Oak 04:05PM ET","KC","James","O'Shaughnessy","Oak",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Ross Travis (7572188)","Ross Travis",7572188,2500,"KC@Oak 04:05PM ET","KC","Ross","Travis","Oak",0,0,0,0,9,0.0239520958083832,0,0,0,NA,NA,3,NA,NA,2,4,0,9,4,-0.7,2.7,0
"TE","Demetrius Harris (7572189)","Demetrius Harris",7572189,2500,"KC@Oak 04:05PM ET","KC","Demetrius","Harris","Oak",0,0,3.25,0,8,0.0479041916167665,0,0,0,4,NA,9.4,2.2,NA,5,8,0,8,4,-0.1,7.9,2.1
"TE","Ryan O'Malley (7572190)","Ryan O'Malley",7572190,2500,"KC@Oak 04:05PM ET","Oak","Ryan","O'Malley","KC",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Luke Willson (7572193)","Luke Willson",7572193,2500,"Atl@Sea 04:25PM ET","Sea","Luke","Willson","Atl",2.16,2,3.66,2,5,0.0806451612903226,1.93347893675567,1.92694125902504,0,4.6,1.6,2.9,NA,NA,5,10,0,6,4,0.3,4.2,1.9
"TE","Levine Toilolo (7572194)","Levine Toilolo",7572194,2500,"Atl@Sea 04:25PM ET","Atl","Levine","Toilolo","Sea",0,0,2.35,0,10,0.0235294117647059,0,0,0,NA,4.1,NA,NA,NA,2,4,0,11,9,-1,3.7,15.9
"TE","Brandon Williams (7572195)","Brandon Williams",7572195,2500,"Atl@Sea 04:25PM ET","Sea","Brandon","Williams","Atl",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,4,0,0,0
"TE","Nick Vannett (7572196)","Nick Vannett",7572196,2500,"Atl@Sea 04:25PM ET","Sea","Nick","Vannett","Atl",0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,4,0,0,0
"TE","Joshua Perkins (7572197)","Joshua Perkins",7572197,2500,"Atl@Sea 04:25PM ET","Atl","Joshua","Perkins","Sea",0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"TE","Austin Hooper (7572198)","Austin Hooper",7572198,2500,"Atl@Sea 04:25PM ET","Atl","Austin","Hooper","Sea",2.91,3.2,3.25,3.2,9,0.0352941176470588,2.93100736908051,2.88752077326357,0,2.4,11.4,NA,11.2,2.4,6,6,1,8,4,1.7,12,0
"TE","Jared Cook (7572200)","Jared Cook",7572200,2500,"Dal@GB 04:25PM ET","GB","Jared","Cook","Dal",0,0,0,0,5,0.0810810810810811,0,0,0,1.7,7.1,2.5,NA,NA,6,12,0,4,5,0.9,6.7,0
"TE","Justin Perillo (7572201)","Justin Perillo",7572201,2500,"Dal@GB 04:25PM ET","GB","Justin","Perillo","Dal",0,3,0,3,9,0.00675675675675676,1.93558299795306,1.72979617166609,0,NA,NA,2.3,NA,NA,1,1,0,8,5,2.3,2.3,1.4
"TE","Gavin Escobar (7572202)","Gavin Escobar",7572202,2500,"Dal@GB 04:25PM ET","Dal","Gavin","Escobar","GB",0,0,0,0,11,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,11,5,0,0,0
"TE","Geoff Swaim (7572204)","Geoff Swaim",7572204,2500,"Dal@GB 04:25PM ET","Dal","Geoff","Swaim","GB",2.25,1,0,1,7,0.0372670807453416,1.31508003208188,1.38258186060499,0,3.1,4.9,NA,NA,NA,3,6,0,8,5,-0.4,4.4,0
"TE","Ryan Griffin (7572206)","Ryan Griffin",7572206,2500,"Ind@Hou 08:30PM ET","Hou","Ryan","Griffin","Ind",5.43,6.2,5.37,6.2,3,0.135135135135135,5.61686235039613,5.52001805805191,0,3.7,1.5,13.2,8.4,2.8,16,25,0,3,4,1.1,10.8,6.1
"TE","Jack Doyle (7572207)","Jack Doyle",7572207,2500,"Ind@Hou 08:30PM ET","Ind","Jack","Doyle","Hou",5.66,6.4,6.12,6.4,4,0.0995260663507109,5.81437842175705,5.71772719013843,0,18.5,7.7,12.5,1.6,2.8,18,21,2,3,2,1.6,15.6,15.3
"TE","Erik Swoope (7572208)","Erik Swoope",7572208,2500,"Ind@Hou 08:30PM ET","Ind","Erik","Swoope","Hou",0,0,0,0,11,0.004739336492891,0,0,0,NA,NA,NA,NA,NA,0,1,0,11,7,0,0,6.2
"TE","C.J. Fiedorowicz (7572209)","C.J. Fiedorowicz",7572209,2500,"Ind@Hou 08:30PM ET","Hou","C.J.","Fiedorowicz","Ind",7.42,1.4,5.3,1.4,6,0.0918918918918919,3.11240623894563,3.46519149097081,0,1.6,1.1,NA,14.8,10.1,10,17,1,6,3,-1,12.1,20.5
"TE","Stephen Anderson (7572210)","Stephen Anderson",7572210,2500,"Ind@Hou 08:30PM ET","Hou","Stephen","Anderson","Ind",0,0,3.79,0,7,0.0378378378378378,0,0,0,5.5,3.5,NA,NA,NA,5,7,0,7,4,0.2,5.8,0
