"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"WR","Darrius Heyward-Bey (7609069)","Darrius Heyward-Bey",7609069,3000,"NE@Pit 04:25PM ET","Pit","Darrius","Heyward-Bey","NE",2.73,1.8,9,0.0219298245614035,1.98335622016543,2.05242059576364,0,NA,1.7,NA,10.1,NA,12,"Heyward-Bey, Darrius",2,5,1,9,4
"WR","Cobi Hamilton (7609073)","Cobi Hamilton",7609073,3000,"NE@Pit 04:25PM ET","Pit","Cobi","Hamilton","NE",0,0,11,0.0087719298245614,0,0,0,NA,NA,NA,NA,NA,NA,"Hamilton, Cobi",2,2,1,9,4
"WR","Malcolm Mitchell (7609077)","Malcolm Mitchell",7609077,3000,"NE@Pit 04:25PM ET","NE","Malcolm","Mitchell","Pit",2.71,2.7,7,0.0585365853658537,2.51782889253362,2.51650490171143,0,5.3,2.5,3.7,NA,2.7,NA,"Mitchell, Malcolm",6,12,0,7,6
"RB","Andre Ellington (7608948)","Andre Ellington",7608948,3000,"Sea@Ari 08:30PM ET","Ari","Andre","Ellington","Sea",2.38,4.9,9,0.0169491525423729,3.7315194316143,3.53683944183468,0,2.8,2.1,NA,1.4,1.9,2.5,"Ellington, Andre",4,4,0,8,4
"RB","Stepfan Taylor (7608949)","Stepfan Taylor",7608949,3000,"Sea@Ari 08:30PM ET","Ari","Stepfan","Taylor","Sea",0,1,NA,NA,0.601194352173464,0.524668498657341,0,NA,NA,NA,NA,-0.2,1.4,"Taylor, Stepfan",NA,NA,NA,NA,NA
"RB","Kerwynn Williams (7608950)","Kerwynn Williams",7608950,3000,"Sea@Ari 08:30PM ET","Ari","Kerwynn","Williams","Sea",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Williams, Kerwynn",NA,NA,NA,NA,NA
"RB","C.J. Prosise (7608954)","C.J. Prosise",7608954,3000,"Sea@Ari 08:30PM ET","Sea","C.J.","Prosise","Ari",0,1.6,10,0.00657894736842105,0.961910963477542,0.839469597851745,0,2.1,NA,NA,NA,NA,NA,"Prosise, C.J.",1,1,0,10,4
"RB","Alex Collins (7608955)","Alex Collins",7608955,3000,"Sea@Ari 08:30PM ET","Sea","Alex","Collins","Ari",3.28,2.4,8,0.0197368421052632,2.52563455763774,2.59044862316289,0,NA,NA,5.1,0.1,NA,8.1,"Collins, Alex",3,3,0,8,4
"WR","Jermaine Kearse (7609081)","Jermaine Kearse",7609081,3000,"Sea@Ari 08:30PM ET","Sea","Jermaine","Kearse","Ari",5.33,8.7,3,0.164473684210526,6.98988904659395,6.72788780619494,0,10.7,3.1,3.1,5.3,NA,6.5,"Kearse, Jermaine",16,25,0,3,4
"WR","J.J. Nelson (7609084)","J.J. Nelson",7609084,3000,"Sea@Ari 08:30PM ET","Ari","J.J.","Nelson","Sea",2.74,6.6,8,0.0296610169491525,4.87239023289203,4.57488806074078,0,2.1,NA,NA,3.4,NA,5.9,"Nelson, J.J.",4,7,0,8,4
"WR","Paul Richardson (7609085)","Paul Richardson",7609085,3000,"Sea@Ari 08:30PM ET","Sea","Paul","Richardson","Ari",2.53,2.3,6,0.0657894736842105,2.21793095037281,2.23358141665418,0,2.1,6.5,NA,3.7,NA,NA,"Richardson, Paul",5,10,0,7,4
"WR","Tanner McEvoy (7609086)","Tanner McEvoy",7609086,3000,"Sea@Ari 08:30PM ET","Sea","Tanner","McEvoy","Ari",0,0,9,0.0131578947368421,0,0,0,NA,NA,NA,11.2,NA,2.7,"McEvoy, Tanner",2,2,1,9,2
"WR","Brittan Golden (7609088)","Brittan Golden",7609088,3000,"Sea@Ari 08:30PM ET","Ari","Brittan","Golden","Sea",0,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,"Golden, Brittan",0,0,0,11,4
"TE","Dwayne Allen (7609099)","Dwayne Allen",7609099,2900,"Ind@Ten 01:00PM ET","Ind","Dwayne","Allen","Ten",0,0,2,0.118852459016393,0,0,1,17.3,4.5,6.5,4,17,1.9,"Allen, Dwayne",18,29,2,4,3
"TE","Vernon Davis (7609122)","Vernon Davis",7609122,2900,"Was@Det 01:00PM ET","Was","Vernon","Davis","Det",10.35,11.9,6,0.0689655172413793,10.5708743651209,10.4442800556954,0,3,10.1,NA,1.8,4.5,13,"Davis, Vernon",12,16,1,6,3
"TE","Cameron Brate (7609159)","Cameron Brate",7609159,2900,"TB@SF 04:05PM ET","TB","Cameron","Brate","SF",11.26,10.4,4,0.144230769230769,9.96948496561172,10.0266164071029,0,6,4.6,21.6,11.7,4.8,NA,"Brate, Cameron",17,30,2,3,2
"TE","Antonio Gates (7609162)","Antonio Gates",7609162,2900,"SD@Atl 04:05PM ET","SD","Antonio","Gates","Atl",9.4,11.2,5,0.0966183574879227,9.83643170067249,9.69143832155416,1,5,10.5,NA,NA,12,3.6,"Gates, Antonio",12,20,2,6,2
"TE","Jacob Tamme (7609161)","Jacob Tamme",7609161,2800,"SD@Atl 04:05PM ET","Atl","Jacob","Tamme","SD",6.69,6.2,3,0.118483412322275,5.93585579813991,5.96819587293085,1,11.1,18.5,5.8,8.3,1.1,3.6,"Tamme, Jacob",19,25,2,3,2
"TE","Levine Toilolo (7609164)","Levine Toilolo",7609164,2700,"SD@Atl 04:05PM ET","Atl","Levine","Toilolo","SD",0,1,9,0.037914691943128,0.601194352173464,0.524668498657341,1,NA,4.1,NA,NA,NA,15.9,"Toilolo, Levine",5,8,1,10,5
"TE","Jordan Cameron (7609136)","Jordan Cameron",7609136,2600,"Buf@Mia 01:00PM ET","Mia","Jordan","Cameron","Buf",0,0,6,0.0597826086956522,0,0,0,2.6,15.9,1.5,NA,NA,NA,"Cameron, Jordan",8,11,1,5,2
"TE","Josh Hill (7609091)","Josh Hill",7609091,2500,"NO@KC 01:00PM ET","NO","Josh","Hill","KC",0,0,10,0.0180995475113122,0,0,1,NA,NA,NA,NA,NA,10.3,"Hill, Josh",1,4,1,11,5
"TE","James Winchester (7609092)","James Winchester",7609092,2500,"NO@KC 01:00PM ET","KC","James","Winchester","NO",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Winchester, James",NA,NA,NA,NA,NA
"TE","James O'Shaughnessy (7609093)","James O'Shaughnessy",7609093,2500,"NO@KC 01:00PM ET","KC","James","O'Shaughnessy","NO",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"O'Shaughnessy, James",NA,NA,NA,NA,NA
"TE","Ross Travis (7609094)","Ross Travis",7609094,2500,"NO@KC 01:00PM ET","KC","Ross","Travis","NO",0,0,9,0.0211640211640212,0,0,0,NA,NA,3,NA,NA,NA,"Travis, Ross",2,4,0,9,4
"TE","Demetrius Harris (7609095)","Demetrius Harris",7609095,2500,"NO@KC 01:00PM ET","KC","Demetrius","Harris","NO",0,0,8,0.0529100529100529,0,0,0,4,NA,9.4,2.2,NA,2.1,"Harris, Demetrius",6,10,0,8,4
"TE","Anthony Fasano (7609096)","Anthony Fasano",7609096,2500,"Ind@Ten 01:00PM ET","Ten","Anthony","Fasano","Ind",1.38,0,8,0.0306122448979592,0.455554876567551,0.560096656223073,0,NA,1.1,NA,NA,2,8.5,"Fasano, Anthony",3,6,1,9,5
"TE","Beau Brinkley (7609098)","Beau Brinkley",7609098,2500,"Ind@Ten 01:00PM ET","Ten","Beau","Brinkley","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Brinkley, Beau",NA,NA,NA,NA,NA
"TE","Jack Doyle (7609100)","Jack Doyle",7609100,2500,"Ind@Ten 01:00PM ET","Ind","Jack","Doyle","Ten",10.33,10.6,3,0.10655737704918,9.78271946270741,9.75409366459705,0,18.5,7.7,12.5,1.6,2.8,15.3,"Doyle, Jack",23,26,3,2,1
"TE","Erik Swoope (7609101)","Erik Swoope",7609101,2500,"Ind@Ten 01:00PM ET","Ind","Erik","Swoope","Ten",0,3,11,0.0163934426229508,1.80358305652039,1.57400549597202,0,NA,NA,NA,NA,NA,6.2,"Swoope, Erik",2,4,0,11,7
"TE","Jace Amaro (7609102)","Jace Amaro",7609102,2500,"Ind@Ten 01:00PM ET","Ten","Jace","Amaro","Ind",0,0,10,0.0204081632653061,0,0,0,NA,NA,NA,NA,NA,NA,"Amaro, Jace",3,4,0,9,7
"TE","Phillip Supernaw (7609103)","Phillip Supernaw",7609103,2500,"Ind@Ten 01:00PM ET","Ten","Phillip","Supernaw","Ind",0,0,10,0.0204081632653061,0,0,0,NA,1.7,NA,NA,NA,4.5,"Supernaw, Phillip",3,4,0,9,7
"TE","Brent Celek (7609104)","Brent Celek",7609104,2500,"Min@Phi 01:00PM ET","Phi","Brent","Celek","Min",0,2.3,7,0.0526315789473684,1.38274700999897,1.20673754691188,0,2.1,NA,9.1,NA,NA,NA,"Celek, Brent",6,8,0,7,6
"TE","Rhett Ellison (7609105)","Rhett Ellison",7609105,2500,"Min@Phi 01:00PM ET","Min","Rhett","Ellison","Phi",0,1.8,10,0.0121951219512195,1.08214983391223,0.944403297583214,0,NA,NA,2.8,1.2,NA,NA,"Ellison, Rhett",2,2,0,9,5
"TE","Kevin McDermott (7609106)","Kevin McDermott",7609106,2500,"Min@Phi 01:00PM ET","Min","Kevin","McDermott","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"McDermott, Kevin",NA,NA,NA,NA,NA
"TE","Trey Burton (7609109)","Trey Burton",7609109,2500,"Min@Phi 01:00PM ET","Phi","Trey","Burton","Min",3.85,2.4,5,0.105263157894737,2.7137985283939,2.82179289421155,0,NA,15.9,3.9,NA,1.5,1.7,"Burton, Trey",9,16,1,6,2
"TE","MyCole Pruitt (7609110)","MyCole Pruitt",7609110,2500,"Min@Phi 01:00PM ET","Min","MyCole","Pruitt","Phi",0,0,11,0.00609756097560976,0,0,0,NA,NA,NA,1.7,NA,NA,"Pruitt, MyCole",1,1,0,11,5
"TE","David Morgan (7609111)","David Morgan",7609111,2500,"Min@Phi 01:00PM ET","Min","David","Morgan","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Morgan, David",NA,NA,NA,NA,NA
"TE","Clark Harris (7609112)","Clark Harris",7609112,2500,"Cle@Cin 01:00PM ET","Cin","Clark","Harris","Cle",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Harris, Clark",NA,NA,NA,NA,NA
"TE","Ryan Hewitt (7609114)","Ryan Hewitt",7609114,2500,"Cle@Cin 01:00PM ET","Cin","Ryan","Hewitt","Cle",0,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,"Hewitt, Ryan",0,0,0,10,4
"TE","Randall Telfer (7609116)","Randall Telfer",7609116,2500,"Cle@Cin 01:00PM ET","Cle","Randall","Telfer","Cin",0,0,11,0.00465116279069767,0,0,0,NA,NA,NA,NA,NA,NA,"Telfer, Randall",0,1,0,10,5
"TE","Connor Hamlett (7609117)","Connor Hamlett",7609117,2500,"Cle@Cin 01:00PM ET","Cle","Connor","Hamlett","Cin",0,1.1,9,0.00930232558139535,0.66131378739081,0.577135348523075,0,NA,NA,NA,NA,NA,NA,"Hamlett, Connor",1,2,1,9,3
"TE","Tyler Kroft (7609118)","Tyler Kroft",7609118,2500,"Cle@Cin 01:00PM ET","Cin","Tyler","Kroft","Cle",2.85,1.4,6,0.04,1.78249194682366,1.89125725336358,0,NA,6.5,NA,NA,5.9,3.9,"Kroft, Tyler",8,9,0,6,4
"TE","C.J. Uzomah (7609119)","C.J. Uzomah",7609119,2500,"Cle@Cin 01:00PM ET","Cin","C.J.","Uzomah","Cle",0,4.1,4,0.128888888888889,2.4648968439112,2.1511408444951,0,7.9,3.9,5.1,8.5,9.3,1.6,"Uzomah, C.J.",17,29,0,5,4
"TE","Seth DeValve (7609120)","Seth DeValve",7609120,2500,"Cle@Cin 01:00PM ET","Cle","Seth","DeValve","Cin",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,"DeValve, Seth",0,0,0,10,5
"TE","Danny Vitale (7609121)","Danny Vitale",7609121,2500,"Cle@Cin 01:00PM ET","Cle","Danny","Vitale","Cin",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Vitale, Danny",NA,NA,NA,NA,NA
"TE","Clay Harbor (7609123)","Clay Harbor",7609123,2500,"Was@Det 01:00PM ET","Det","Clay","Harbor","Was",0,0,11,0.0045662100456621,0,0,0,NA,NA,NA,NA,NA,NA,"Harbor, Clay",1,1,0,11,8
"TE","Niles Paul (7609124)","Niles Paul",7609124,2500,"Was@Det 01:00PM ET","Was","Niles","Paul","Det",0,3.8,11,0.00431034482758621,2.28453853825916,1.9937402948979,0,NA,2.6,NA,NA,NA,NA,"Paul, Niles",1,1,0,9,7
"TE","Cole Wick (7609127)","Cole Wick",7609127,2500,"Was@Det 01:00PM ET","Det","Cole","Wick","Was",2.79,6.6,9,0.0136986301369863,4.88889584436187,4.59518141785031,0,1.5,NA,2.3,NA,NA,NA,"Wick, Cole",2,3,0,9,8
"TE","Khari Lee (7609128)","Khari Lee",7609128,2500,"Was@Det 01:00PM ET","Det","Khari","Lee","Was",0,2.7,11,0.0045662100456621,1.62322475086835,1.41660494637482,0,NA,NA,NA,NA,NA,NA,"Lee, Khari",0,1,0,12,8
"TE","Marcedes Lewis (7609129)","Marcedes Lewis",7609129,2500,"Oak@Jax 01:00PM ET","Jax","Marcedes","Lewis","Oak",4.1,3.1,6,0.0552763819095477,3.21716263226452,3.29052762881935,0,6.8,9.7,5,2.2,NA,NA,"Lewis, Marcedes",8,11,1,6,2
"TE","Mychal Rivera (7609130)","Mychal Rivera",7609130,2500,"Oak@Jax 01:00PM ET","Oak","Mychal","Rivera","Jax",0,2.5,11,0.0128205128205128,1.50298588043366,1.31167124664335,0,NA,NA,NA,1.1,NA,2.6,"Rivera, Mychal",2,3,0,11,6
"TE","Clive Walford (7609132)","Clive Walford",7609132,2500,"Oak@Jax 01:00PM ET","Oak","Clive","Walford","Jax",7.28,4.9,4,0.094017094017094,5.3490693556585,5.52558843856878,0,5.5,17,4.7,4.3,NA,4.5,"Walford, Clive",16,22,2,3,2
"TE","Neal Sterling (7609133)","Neal Sterling",7609133,2500,"Oak@Jax 01:00PM ET","Jax","Neal","Sterling","Oak",0,0,10,0.0100502512562814,0,0,0,NA,NA,NA,2,NA,NA,"Sterling, Neal",1,2,0,10,7
"TE","Ben Koyack (7609134)","Ben Koyack",7609134,2500,"Oak@Jax 01:00PM ET","Jax","Ben","Koyack","Oak",0,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,"Koyack, Ben",0,0,0,13,7
"TE","Ryan O'Malley (7609135)","Ryan O'Malley",7609135,2500,"Oak@Jax 01:00PM ET","Oak","Ryan","O'Malley","Jax",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"O'Malley, Ryan",NA,NA,NA,NA,NA
"TE","MarQueis Gray (7609138)","MarQueis Gray",7609138,2500,"Buf@Mia 01:00PM ET","Mia","MarQueis","Gray","Buf",3.95,6.6,11,0.0217391304347826,5.27182603046213,5.06598730279145,1,NA,NA,NA,NA,NA,11.1,"Gray, MarQueis",3,4,0,11,8
"TE","Dion Sims (7609139)","Dion Sims",7609139,2500,"Buf@Mia 01:00PM ET","Mia","Dion","Sims","Buf",0,0,4,0.0652173913043478,0,0,0,NA,3.1,8.6,1.9,1.6,2.2,"Sims, Dion",8,12,0,5,8
"TE","Gerald Christian (7609140)","Gerald Christian",7609140,2500,"Buf@Mia 01:00PM ET","Buf","Gerald","Christian","Mia",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Christian, Gerald",NA,NA,NA,NA,NA
"TE","Nick O'Leary (7609141)","Nick O'Leary",7609141,2500,"Buf@Mia 01:00PM ET","Buf","Nick","O'Leary","Mia",0,1.4,NA,NA,0.841672093042849,0.734535898120277,0,NA,NA,3.8,4,NA,4.9,"O'Leary, Nick",NA,NA,NA,NA,NA
"TE","Dominique Jones (7609142)","Dominique Jones",7609142,2500,"Buf@Mia 01:00PM ET","Mia","Dominique","Jones","Buf",0,3.9,10,0.0271739130434783,2.34465797347651,2.04620714476363,0,NA,NA,NA,NA,NA,1.8,"Jones, Dominique",4,5,1,10,2
"TE","Kellen Davis (7609144)","Kellen Davis",7609144,2500,"Bal@NYJ 01:00PM ET","NYJ","Kellen","Davis","Bal",0,1,11,0.00440528634361234,0.601194352173464,0.524668498657341,0,NA,NA,NA,NA,NA,NA,"Davis, Kellen",0,1,0,11,5
"TE","Brandon Bostick (7609145)","Brandon Bostick",7609145,2500,"Bal@NYJ 01:00PM ET","NYJ","Brandon","Bostick","Bal",1.06,3.7,9,0.00881057268722467,2.5743380662024,2.37149261575423,0,NA,NA,NA,NA,1.9,NA,"Bostick, Brandon",1,2,0,10,5
"TE","Crockett Gillmore (7609146)","Crockett Gillmore",7609146,2500,"Bal@NYJ 01:00PM ET","Bal","Crockett","Gillmore","NYJ",4.32,4.6,8,0.053030303030303,4.19157885099201,4.1668211480873,0,1.5,3.2,NA,3.6,12.8,NA,"Gillmore, Crockett",8,14,1,8,2
"TE","Daniel Brown (7609147)","Daniel Brown",7609147,2500,"Bal@NYJ 01:00PM ET","Bal","Daniel","Brown","NYJ",0,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,"Brown, Daniel",0,0,0,11,5
"TE","Austin Seferian-Jenkins (7609148)","Austin Seferian-Jenkins",7609148,2500,"Bal@NYJ 01:00PM ET","NYJ","Austin","Seferian-Jenkins","Bal",0,0,9,0.00881057268722467,0,0,0,10,3.4,NA,NA,NA,NA,"Seferian-Jenkins, Austin",2,2,0,9,5
"TE","Darren Waller (7609149)","Darren Waller",7609149,2500,"Bal@NYJ 01:00PM ET","Bal","Darren","Waller","NYJ",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,"Waller, Darren",0,0,0,12,5
"TE","Braedon Bowman (7609150)","Braedon Bowman",7609150,2500,"Bal@NYJ 01:00PM ET","NYJ","Braedon","Bowman","Bal",0,0,11,0.00440528634361234,0,0,0,NA,NA,NA,NA,NA,NA,"Bowman, Braedon",0,1,0,11,5
"TE","Brandon Myers (7609151)","Brandon Myers",7609151,2500,"TB@SF 04:05PM ET","TB","Brandon","Myers","SF",0,0,7,0.0288461538461538,0,0,0,7.4,NA,1.7,NA,2.2,NA,"Myers, Brandon",4,6,1,8,3
"TE","Andrew DePaola (7609152)","Andrew DePaola",7609152,2500,"TB@SF 04:05PM ET","TB","Andrew","DePaola","SF",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"DePaola, Andrew",NA,NA,NA,NA,NA
"TE","Kyle Nelson (7609153)","Kyle Nelson",7609153,2500,"TB@SF 04:05PM ET","SF","Kyle","Nelson","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Nelson, Kyle",NA,NA,NA,NA,NA
"TE","Luke Stocker (7609154)","Luke Stocker",7609154,2500,"TB@SF 04:05PM ET","TB","Luke","Stocker","SF",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,"Stocker, Luke",0,0,0,12,5
"TE","Garrett Celek (7609155)","Garrett Celek",7609155,2500,"TB@SF 04:05PM ET","SF","Garrett","Celek","TB",5.92,3.5,4,0.112994350282486,4.05844463063604,4.23907322706924,0,2.5,2.2,5.5,12.9,1.4,NA,"Celek, Garrett",11,20,0,5,4
"TE","Vance McDonald (7609156)","Vance McDonald",7609156,2500,"TB@SF 04:05PM ET","SF","Vance","McDonald","TB",3.62,6.2,6,0.0508474576271186,4.9224112538918,4.7221837464056,1,9.4,14.5,2.4,NA,NA,4.5,"McDonald, Vance",7,9,2,6,1
"TE","Blake Bell (7609157)","Blake Bell",7609157,2500,"TB@SF 04:05PM ET","SF","Blake","Bell","TB",0,1.3,9,0.0282485875706215,0.781552657825503,0.682069048254543,0,NA,1.6,NA,NA,1.4,NA,"Bell, Blake",2,5,0,9,4
"TE","Je'Ron Hamm (7609158)","Je'Ron Hamm",7609158,2500,"TB@SF 04:05PM ET","SF","Je'Ron","Hamm","TB",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Hamm, Je'Ron",NA,NA,NA,NA,NA
"TE","Alan Cross (7609160)","Alan Cross",7609160,2500,"TB@SF 04:05PM ET","TB","Alan","Cross","SF",0,0,NA,NA,0,0,0,NA,NA,NA,NA,1.5,NA,"Cross, Alan",NA,NA,NA,NA,NA
"TE","Sean McGrath (7609163)","Sean McGrath",7609163,2500,"SD@Atl 04:05PM ET","SD","Sean","McGrath","Atl",0,0,11,0.00483091787439614,0,0,0,NA,NA,2.3,NA,NA,NA,"McGrath, Sean",1,1,0,11,8
"TE","Asante Cleveland (7609165)","Asante Cleveland",7609165,2500,"SD@Atl 04:05PM ET","SD","Asante","Cleveland","Atl",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Cleveland, Asante",NA,NA,NA,NA,NA
"TE","Joshua Perkins (7609166)","Joshua Perkins",7609166,2500,"SD@Atl 04:05PM ET","Atl","Joshua","Perkins","SD",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"Perkins, Joshua",NA,NA,NA,NA,NA
"TE","Austin Hooper (7609167)","Austin Hooper",7609167,2500,"SD@Atl 04:05PM ET","Atl","Austin","Hooper","SD",4.82,3.9,10,0.028436018957346,3.93579891916897,4.00248677012248,0,2.4,11.4,NA,11.2,2.4,NA,"Hooper, Austin",6,6,1,9,5
"TE","David Johnson (7609169)","David Johnson",7609169,2500,"NE@Pit 04:25PM ET","Pit","David","Johnson","NE",0,0,10,0.0131578947368421,0,0,0,NA,1.5,NA,3.6,NA,NA,"Johnson, David",2,3,0,9,10
"TE","Ladarius Green (7609172)","Ladarius Green",7609172,2500,"NE@Pit 04:25PM ET","Pit","Ladarius","Green","NE",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,"Green, Ladarius",0,0,0,13,10
"TE","A.J. Derby (7609173)","A.J. Derby",7609173,2500,"NE@Pit 04:25PM ET","NE","A.J.","Derby","Pit",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,"Derby, A.J.",0,0,0,13,5
"TE","Xavier Grimble (7609174)","Xavier Grimble",7609174,2500,"NE@Pit 04:25PM ET","Pit","Xavier","Grimble","NE",0,1.1,7,0.0482456140350877,0.66131378739081,0.577135348523075,0,NA,10.6,NA,2.9,3.3,2.1,"Grimble, Xavier",6,11,1,7,4
"TE","Darren Fells (7609176)","Darren Fells",7609176,2500,"Sea@Ari 08:30PM ET","Ari","Darren","Fells","Sea",3.11,2.9,6,0.0593220338983051,2.77011265472702,2.78378545831916,0,NA,7.1,3.5,2.7,NA,1.8,"Fells, Darren",10,14,0,6,4
"TE","Jermaine Gresham (7609178)","Jermaine Gresham",7609178,2500,"Sea@Ari 08:30PM ET","Ari","Jermaine","Gresham","Sea",1.33,2,7,0.0423728813559322,1.64143796944464,1.58914029642822,0,8.1,NA,NA,NA,1.4,2.4,"Gresham, Jermaine",6,10,0,7,4
"TE","Ifeanyi Momah (7609179)","Ifeanyi Momah",7609179,2500,"Sea@Ari 08:30PM ET","Ari","Ifeanyi","Momah","Sea",0,0,11,0.00423728813559322,0,0,0,NA,NA,NA,NA,NA,NA,"Momah, Ifeanyi",0,1,0,11,4
"TE","Luke Willson (7609180)","Luke Willson",7609180,2500,"Sea@Ari 08:30PM ET","Sea","Luke","Willson","Ari",0,0,5,0.0723684210526316,0,0,0,4.6,1.6,2.9,NA,NA,1.9,"Willson, Luke",6,11,0,5,4
"TE","Brandon Williams (7609181)","Brandon Williams",7609181,2500,"Sea@Ari 08:30PM ET","Sea","Brandon","Williams","Ari",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,"Williams, Brandon",0,0,0,11,4
"TE","Nick Vannett (7609182)","Nick Vannett",7609182,2500,"Sea@Ari 08:30PM ET","Sea","Nick","Vannett","Ari",0,2.1,12,0,1.26250813956427,1.10180384718042,0,NA,NA,NA,NA,NA,NA,"Vannett, Nick",0,0,0,11,4
"TE","Hakeem Valles (7609183)","Hakeem Valles",7609183,2500,"Sea@Ari 08:30PM ET","Ari","Hakeem","Valles","Sea",0,0,11,0.00423728813559322,0,0,0,NA,NA,NA,NA,NA,NA,"Valles, Hakeem",0,1,0,11,4
